id	org	files	has_meta	tar_meta	has_r	usable	year	month	day	journal	link
GSE145360	Homo sapiens	MTX, TSV, TXT	yes	error_parse	no	yes	2020	Feb	16	Am. J. Respir. Crit. Care Med.	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE145nnn/GSE145360//suppl/filelist.txt
GSE143949	Mus musculus	MTX, TSV	no	error_parse	no	no	2020	Jan	20	NA	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE143nnn/GSE143949//suppl/filelist.txt
GSE142500	Mus musculus	MTX, TSV	no	no	no	no	2019	Dec	22	NA	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE142nnn/GSE142500//suppl/filelist.txt
GSE140468	Mus musculus	CSV	yes	error_parse	no	yes	2019	Nov	15	NA	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE140nnn/GSE140468//suppl/filelist.txt
GSE134058	Mus musculus	CSV	no	error_parse	no	no	2019	Jul	09	NA	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE134nnn/GSE134058//suppl/filelist.txt
GSE131498	Mus musculus	TXT	no	error_parse	no	no	2019	May	20	Theranostics	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE131nnn/GSE131498//suppl/filelist.txt
GSE129125	Mus musculus	TSV	no	error_parse	no	no	2019	Apr	01	NA	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE129nnn/GSE129125//suppl/filelist.txt
GSE116482	Mus musculus	BW, TXT	no	no	no	no	2018	Jul	01	NA	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE116nnn/GSE116482//suppl/filelist.txt
GSE102929	Mus musculus	TXT	no	error_parse	no	no	2017	Aug	22	NA	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE102nnn/GSE102929//suppl/filelist.txt
GSE153534	Homo sapiens; Mus musculus	CSV	no	no	no	no	2020	Jun	29	NA	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE153nnn/GSE153534//suppl/filelist.txt
GSE150995	Mus musculus	MTX, TSV	no	no	no	no	2020	May	21	NA	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE150nnn/GSE150995//suppl/filelist.txt
GSE132914	Homo sapiens	H5	no	no	no	no	2019	Jun	18	NA	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE132nnn/GSE132914//suppl/filelist.txt
GSE132910	Mus musculus	H5	no	no	no	no	2019	Jun	18	NA	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE132nnn/GSE132910//suppl/filelist.txt
GSE131593	Homo sapiens	CSV	no	error_parse	no	no	2019	May	21	NA	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE131nnn/GSE131593//suppl/filelist.txt
GSE128553	Mus musculus	TXT	no	error_parse	no	no	2019	Mar	19	Cell. Mol. Life Sci.	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE128nnn/GSE128553//suppl/filelist.txt
GSE153424	Mus musculus; Escherichia coli	TAR, TSV	no	no	no	no	2020	Jun	28	NA	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE153nnn/GSE153424//suppl/filelist.txt
GSE151682	Mus musculus	TXT	no	error_parse	no	no	2020	Jun	02	Immunity	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE151nnn/GSE151682//suppl/filelist.txt
GSE151630	Mus musculus	TXT	no	error_parse	no	no	2020	Jun	02	Immunity	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE151nnn/GSE151630//suppl/filelist.txt
GSE149636	Mus musculus	TXT	no	no	no	no	2020	Apr	30	NA	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE149nnn/GSE149636//suppl/filelist.txt
GSE149635	Mus musculus	TXT, XLSX	yes	no	no	yes	2020	Apr	30	NA	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE149nnn/GSE149635//suppl/filelist.txt
GSE149634	Mus musculus	XLSX	no	error_parse	no	no	2020	Apr	30	NA	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE149nnn/GSE149634//suppl/filelist.txt
GSE148805	Mus musculus	MTX, TSV, XLS	no	no	no	no	2020	Apr	16	NA	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE148nnn/GSE148805//suppl/filelist.txt
GSE146609	Mus musculus	MTX, TSV	no	no	no	no	2020	Mar	08	Nature	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE146nnn/GSE146609//suppl/filelist.txt
GSE146192	Homo sapiens	TAR	no	no	no	no	2020	Mar	02	NA	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE146nnn/GSE146192//suppl/filelist.txt
GSE145230	Homo sapiens	MTX, TSV	no	no	no	no	2020	Feb	13	Proc. Natl. Acad. Sci. U.S.A.	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE145nnn/GSE145230//suppl/filelist.txt
GSE145229	Homo sapiens	XLSX	no	error_parse	no	no	2020	Feb	13	Proc. Natl. Acad. Sci. U.S.A.	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE145nnn/GSE145229//suppl/filelist.txt
GSE144469	Homo sapiens	CSV, TAR	yes	yes	no	yes	2020	Jan	29	Cell	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE144nnn/GSE144469//suppl/filelist.txt
GSE144085	Homo sapiens	MTX, TSV, TXT	no	error_parse	no	no	2020	Jan	22	NA	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE144nnn/GSE144085//suppl/filelist.txt
GSE111976	Homo sapiens	CSV, RDS, TXT	yes	error_parse	yes	yes	2018	Mar	17	NA	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE111nnn/GSE111976//suppl/filelist.txt
GSE151137	Homo sapiens; Mus musculus	TXT	no	no	no	no	2020	May	25	NA	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE151nnn/GSE151137//suppl/filelist.txt
GSE153358	Homo sapiens	CSV, MTX, TSV	yes	no	no	yes	2020	Jun	26	NA	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE153nnn/GSE153358//suppl/filelist.txt
GSE148283	Homo sapiens	CSV	no	error_parse	no	no	2020	Apr	08	NA	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE148nnn/GSE148283//suppl/filelist.txt
GSE109324	Mus musculus	TXT	no	error_parse	no	no	2018	Jan	17	NA	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE109nnn/GSE109324//suppl/filelist.txt
GSE153032	Homo sapiens	TXT	no	error_parse	no	no	2020	Jun	23	NA	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE153nnn/GSE153032//suppl/filelist.txt
GSE152981	Homo sapiens	CSV, XLSX	no	no	no	no	2020	Jun	22	Genome Biol.	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE152nnn/GSE152981//suppl/filelist.txt
GSE152370	Mus musculus	TSV	no	no	no	no	2020	Jun	12	Cell Stem Cell	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE152nnn/GSE152370//suppl/filelist.txt
GSE152369	Mus musculus	TSV	no	no	no	no	2020	Jun	12	Cell Stem Cell	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE152nnn/GSE152369//suppl/filelist.txt
GSE152988	Homo sapiens	CSV, H5	no	no	no	no	2020	Jun	22	NA	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE152nnn/GSE152988//suppl/filelist.txt
GSE151985	Mus musculus	H5AD, TAR	no	no	no	no	2020	Jun	08	NA	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE151nnn/GSE151985//suppl/filelist.txt
GSE149335	Mus musculus	TSV, TXT	no	no	no	no	2020	Apr	24	Proc. Natl. Acad. Sci. U.S.A.	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE149nnn/GSE149335//suppl/filelist.txt
GSE145998	Mus musculus	TXT	no	error_parse	no	no	2020	Feb	26	NA	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE145nnn/GSE145998//suppl/filelist.txt
GSE122533	Mus musculus	BEDGRAPH, TXT, XLSX	no	yes	no	yes	2018	Nov	14	Nat Commun	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE122nnn/GSE122533//suppl/filelist.txt
GSE122393	Mus musculus	XLSX	no	error_parse	no	no	2018	Nov	09	Nat Commun	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE122nnn/GSE122393//suppl/filelist.txt
GSE150921	Mus musculus	TXT	no	no	no	no	2020	May	20	Nat Commun	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE150nnn/GSE150921//suppl/filelist.txt
GSE150241	Homo sapiens	H5	no	no	no	no	2020	May	11	NA	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE150nnn/GSE150241//suppl/filelist.txt
GSE149715	Mus musculus	CSV	no	error_parse	no	no	2020	May	01	J. Neurosci.	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE149nnn/GSE149715//suppl/filelist.txt
GSE148077	Homo sapiens	CSV	no	error_parse	no	no	2020	Apr	03	Sci Rep	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE148nnn/GSE148077//suppl/filelist.txt
GSE144384	Mus musculus	BW, H5	no	no	no	no	2020	Jan	28	J. Biol. Chem.	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE144nnn/GSE144384//suppl/filelist.txt
GSE144240	Homo sapiens	JPG, TSV	no	no	no	no	2020	Jan	24	Cell	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE144nnn/GSE144240//suppl/filelist.txt
GSE144239	Homo sapiens	CSV, JPG, JSON, PNG, TSV, TXT	no	no	no	no	2020	Jan	24	Cell	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE144nnn/GSE144239//suppl/filelist.txt
GSE144236	Homo sapiens; Mus musculus	TXT	yes	error_parse	no	yes	2020	Jan	24	NA	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE144nnn/GSE144236//suppl/filelist.txt
GSE134918	Mus musculus	TXT	no	error_parse	no	no	2019	Jul	25	Cell Rep	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE134nnn/GSE134918//suppl/filelist.txt
GSE152867	Mus musculus; Homo sapiens	MTX, TSV	no	no	no	no	2020	Jun	19	Cell Rep	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE152nnn/GSE152867//suppl/filelist.txt
GSE152806	Mus musculus	MTX, TSV	no	no	no	no	2020	Jun	19	NA	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE152nnn/GSE152806//suppl/filelist.txt
GSE142078	Homo sapiens	CSV, MTX, TSV	no	no	no	no	2019	Dec	16	NA	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE142nnn/GSE142078//suppl/filelist.txt
GSE132904	Mus musculus	XLS	no	error_parse	no	no	2019	Jun	18	NA	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE132nnn/GSE132904//suppl/filelist.txt
GSE139342	Homo sapiens	TAR	no	no	no	no	2019	Oct	24	Genome Biol.	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE139nnn/GSE139342//suppl/filelist.txt
GSE152715	Mus musculus	MTX, TSV	no	no	no	no	2020	Jun	17	NA	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE152nnn/GSE152715//suppl/filelist.txt
GSE150294	Mus musculus	none	no	error_parse	no	no	2020	May	11	Nat Commun	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE150nnn/GSE150294//suppl/filelist.txt
GSE150289	Mus musculus	TXT	no	error_parse	no	no	2020	May	11	Nat Commun	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE150nnn/GSE150289//suppl/filelist.txt
GSE149859	Mus musculus	TXT	no	error_parse	no	no	2020	May	04	Nat Commun	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE149nnn/GSE149859//suppl/filelist.txt
GSE149656	Mus musculus	TXT	no	error_parse	no	no	2020	Apr	30	Nat Commun	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE149nnn/GSE149656//suppl/filelist.txt
GSE149301	Mus musculus	TXT	no	error_parse	no	no	2020	Apr	24	Nat Commun	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE149nnn/GSE149301//suppl/filelist.txt
GSE143167	Homo sapiens	none	no	error_parse	no	no	2020	Jan	06	PLoS Pathog.	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE143nnn/GSE143167//suppl/filelist.txt
GSE142119	Homo sapiens	BEDGRAPH, TXT	no	no	no	no	2019	Dec	16	Genome Biol.	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE142nnn/GSE142119//suppl/filelist.txt
GSE152632	Mus musculus	CSV	no	error_parse	no	no	2020	Jun	16	NA	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE152nnn/GSE152632//suppl/filelist.txt
GSE139891	Homo sapiens	CSV, TXT	no	no	no	no	2019	Nov	04	J. Exp. Med.	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE139nnn/GSE139891//suppl/filelist.txt
GSE135495	Mus musculus	TXT	no	error_parse	no	no	2019	Aug	07	NA	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE135nnn/GSE135495//suppl/filelist.txt
GSE152467	Mus musculus	TXT	no	no	no	no	2020	Jun	15	NA	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE152nnn/GSE152467//suppl/filelist.txt
GSE138757	Mus musculus	TXT	no	no	no	no	2019	Oct	11	Elife	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE138nnn/GSE138757//suppl/filelist.txt
GSE138756	Mus musculus	TXT, XLS	yes	no	no	yes	2019	Oct	11	Elife	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE138nnn/GSE138756//suppl/filelist.txt
GSE138755	Mus musculus	TXT, XLS	yes	no	no	yes	2019	Oct	11	Elife	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE138nnn/GSE138755//suppl/filelist.txt
GSE138754	Mus musculus	TXT, XLS	yes	no	no	yes	2019	Oct	11	Elife	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE138nnn/GSE138754//suppl/filelist.txt
GSE138753	Mus musculus	TXT, XLS	yes	no	no	yes	2019	Oct	11	Elife	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE138nnn/GSE138753//suppl/filelist.txt
GSE136689	Mus musculus	TXT	yes	error_parse	no	yes	2019	Aug	30	Nat Commun	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE136nnn/GSE136689//suppl/filelist.txt
GSE151709	Mus musculus	CSV	no	error_parse	no	no	2020	Jun	03	NA	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE151nnn/GSE151709//suppl/filelist.txt
GSE150864	Homo sapiens	CSV	no	no	no	no	2020	May	19	NA	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE150nnn/GSE150864//suppl/filelist.txt
GSE149451	Homo sapiens	CSV	no	error_parse	no	no	2020	Apr	27	Development	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE149nnn/GSE149451//suppl/filelist.txt
GSE139999	Mus musculus	TXT	no	no	no	no	2019	Nov	06	NA	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE139nnn/GSE139999//suppl/filelist.txt
GSE132745	Mus musculus	TXT	no	error_parse	no	no	2019	Jun	14	NA	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE132nnn/GSE132745//suppl/filelist.txt
GSE152387	Mus musculus	CSV, FASTA, TXT	yes	error_parse	no	yes	2020	Jun	12	NA	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE152nnn/GSE152387//suppl/filelist.txt
GSE145306	Homo sapiens	CSV	no	no	no	no	2020	Feb	14	Front Neurosci	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE145nnn/GSE145306//suppl/filelist.txt
GSE152318	Homo sapiens	CSV, XLSX	no	error_parse	no	no	2020	Jun	11	NA	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE152nnn/GSE152318//suppl/filelist.txt
GSE152315	Homo sapiens	XLSX	no	no	no	no	2020	Jun	11	NA	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE152nnn/GSE152315//suppl/filelist.txt
GSE142585	Homo sapiens; Macaca mulatta	TXT	no	no	no	no	2019	Dec	25	Dev. Cell	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE142nnn/GSE142585//suppl/filelist.txt
GSE139042	Homo sapiens	CSV, TXT	no	yes	no	yes	2019	Oct	17	NA	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE139nnn/GSE139042//suppl/filelist.txt
GSE117513	Homo sapiens	BED, BROADPEAK	no	no	no	no	2018	Jul	23	Mol. Cell	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE117nnn/GSE117513//suppl/filelist.txt
GSE117512	Homo sapiens	MTX, TSV	no	error_parse	no	no	2018	Jul	23	Mol. Cell	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE117nnn/GSE117512//suppl/filelist.txt
GSE152246	Homo sapiens	XLSX	no	error_parse	no	no	2020	Jun	10	NA	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE152nnn/GSE152246//suppl/filelist.txt
GSE152222	Mus musculus	CSV	no	error_parse	no	no	2020	Jun	10	NA	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE152nnn/GSE152222//suppl/filelist.txt
GSE152198	Mus musculus	MTX, TSV	no	error_parse	no	no	2020	Jun	10	Sci Immunol	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE152nnn/GSE152198//suppl/filelist.txt
GSE147903	Homo sapiens	MTX, TSV	no	no	no	no	2020	Apr	01	NA	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE147nnn/GSE147903//suppl/filelist.txt
GSE137758	Homo sapiens	MTX, TSV	no	no	no	no	2019	Sep	19	Nat Commun	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE137nnn/GSE137758//suppl/filelist.txt
GSE132558	Homo sapiens	MTX, TSV, TXT	no	no	no	no	2019	Jun	11	Nat Commun	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE132nnn/GSE132558//suppl/filelist.txt
GSE152125	Mus musculus	H5	no	no	no	no	2020	Jun	09	Proc. Natl. Acad. Sci. U.S.A.	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE152nnn/GSE152125//suppl/filelist.txt
GSE151735	Homo sapiens	TXT	no	error_parse	no	no	2020	Jun	03	Genome Res.	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE151nnn/GSE151735//suppl/filelist.txt
GSE148268	Mus musculus	TXT	no	error_parse	no	no	2020	Apr	07	Genome Res.	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE148nnn/GSE148268//suppl/filelist.txt
GSE146172	Homo sapiens	none	no	error_parse	no	no	2020	Mar	02	Sci Immunol	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE146nnn/GSE146172//suppl/filelist.txt
GSE146170	Homo sapiens	TXT	yes	error_parse	no	yes	2020	Mar	02	Sci Immunol	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE146nnn/GSE146170//suppl/filelist.txt
GSE146046	Homo sapiens	TXT	no	error_parse	no	no	2020	Feb	27	Sci Immunol	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE146nnn/GSE146046//suppl/filelist.txt
GSE142845	Mus musculus	CSV	no	error_parse	no	no	2020	Jan	02	Cell Metab.	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE142nnn/GSE142845//suppl/filelist.txt
GSE128243	Homo sapiens	MTX, TSV	no	no	no	no	2019	Mar	13	Front Cell Dev Biol	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE128nnn/GSE128243//suppl/filelist.txt
GSE123899	Homo sapiens	TXT	no	error_parse	no	no	2018	Dec	14	Genome Res.	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE123nnn/GSE123899//suppl/filelist.txt
GSE113417	Mus musculus	TXT	no	error_parse	no	no	2018	Apr	20	Genome Res.	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE113nnn/GSE113417//suppl/filelist.txt
GSE113415	Homo sapiens	TXT	no	error_parse	no	no	2018	Apr	20	Genome Res.	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE113nnn/GSE113415//suppl/filelist.txt
GSE152048	Homo sapiens	none	no	error_parse	no	no	2020	Jun	08	NA	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE152nnn/GSE152048//suppl/filelist.txt
GSE149036	Mus musculus	MTX, TSV	no	no	no	no	2020	Apr	21	J. Immunol.	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE149nnn/GSE149036//suppl/filelist.txt
GSE130157	Homo sapiens	TXT	no	error_parse	no	no	2019	Apr	22	NA	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE130nnn/GSE130157//suppl/filelist.txt
GSE124560	Mus musculus	TXT	no	no	no	no	2019	Jan	02	Hum. Gene Ther.	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE124nnn/GSE124560//suppl/filelist.txt
GSE113418	Homo sapiens; Mus musculus	none	no	error_parse	no	no	2018	Apr	20	Genome Res.	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE113nnn/GSE113418//suppl/filelist.txt
GSE146235	Mus musculus	BW, MTX, TSV	no	no	no	no	2020	Mar	02	Sci Immunol	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE146nnn/GSE146235//suppl/filelist.txt
GSE146233	Mus musculus	MTX, TSV	no	no	no	no	2020	Mar	02	Sci Immunol	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE146nnn/GSE146233//suppl/filelist.txt
GSE142858	Mus musculus	TAR	no	no	no	no	2020	Jan	02	J. Immunol.	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE142nnn/GSE142858//suppl/filelist.txt
GSE142853	Mus musculus	MTX, TSV	no	no	no	no	2020	Jan	02	J. Immunol.	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE142nnn/GSE142853//suppl/filelist.txt
GSE134759	Homo sapiens; Mus musculus	MTX, TSV	no	no	no	no	2019	Jul	23	Cancer Cell	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE134nnn/GSE134759//suppl/filelist.txt
GSE134758	Mus musculus	CSV, MTX, TSV, TXT	yes	error_parse	no	yes	2019	Jul	23	Cancer Cell	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE134nnn/GSE134758//suppl/filelist.txt
GSE134757	Homo sapiens	CSV, MTX, TSV, TXT	yes	error_parse	no	yes	2019	Jul	23	Cancer Cell	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE134nnn/GSE134757//suppl/filelist.txt
GSE130116	Homo sapiens	MTX, TSV	no	error_parse	no	no	2019	Apr	21	Cancer Cell	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE130nnn/GSE130116//suppl/filelist.txt
GSE145866	Mus musculus	MTX, TSV	no	no	no	no	2020	Feb	24	NA	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE145nnn/GSE145866//suppl/filelist.txt
GSE151889	Homo sapiens; Mus musculus	MTX, TSV	no	no	no	no	2020	Jun	05	NA	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE151nnn/GSE151889//suppl/filelist.txt
GSE142784	Homo sapiens	CSV	no	no	no	no	2019	Dec	31	NA	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE142nnn/GSE142784//suppl/filelist.txt
GSE138709	Homo sapiens	CSV	no	no	no	no	2019	Oct	10	NA	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE138nnn/GSE138709//suppl/filelist.txt
GSE135194	Homo sapiens	CSV	no	error_parse	no	no	2019	Jul	31	Blood Adv	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE135nnn/GSE135194//suppl/filelist.txt
GSE151825	Homo sapiens	TSV	no	error_parse	no	no	2020	Jun	04	NA	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE151nnn/GSE151825//suppl/filelist.txt
GSE151811	Mus musculus	MTX, TSV	no	no	no	no	2020	Jun	04	Nat Commun	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE151nnn/GSE151811//suppl/filelist.txt
GSE142245	Mus musculus	MTX, TXT	yes	error_parse	no	yes	2019	Dec	18	Nat. Biotechnol.	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE142nnn/GSE142245//suppl/filelist.txt
GSE151723	Mus musculus	TXT	no	error_parse	no	no	2020	Jun	03	Toxicol. Sci.	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE151nnn/GSE151723//suppl/filelist.txt
GSE151695	Mus musculus	TXT	yes	error_parse	no	yes	2020	Jun	03	Cell	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE151nnn/GSE151695//suppl/filelist.txt
GSE148796	Homo sapiens	MTX, TSV	no	no	no	no	2020	Apr	16	JCI Insight	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE148nnn/GSE148796//suppl/filelist.txt
GSE144222	Mus musculus	H5, HTML, MTX, TSV, TXT	no	no	no	no	2020	Jan	24	Elife	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE144nnn/GSE144222//suppl/filelist.txt
GSE136954	Mus musculus	BW, TXT	no	error_parse	no	no	2019	Sep	05	Am. J. Physiol. Lung Cell Mol. Physiol.	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE136nnn/GSE136954//suppl/filelist.txt
GSE132589	Mus musculus	TXT	no	error_parse	no	no	2019	Jun	12	Sci Adv	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE132nnn/GSE132589//suppl/filelist.txt
GSE131094	Homo sapiens	TXT	no	error_parse	no	no	2019	May	13	PLoS Biol.	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE131nnn/GSE131094//suppl/filelist.txt
GSE151658	Mus musculus	RDS, TAR	no	no	yes	yes	2020	Jun	02	NA	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE151nnn/GSE151658//suppl/filelist.txt
GSE145328	Homo sapiens	CSV, MTX, TSV	no	yes	no	yes	2020	Feb	14	NPJ Precis Oncol	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE145nnn/GSE145328//suppl/filelist.txt
GSE134439	Mus musculus	CSV, RDA	no	error_parse	yes	yes	2019	Jul	17	NA	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE134nnn/GSE134439//suppl/filelist.txt
GSE115299	Mus musculus	CSV	no	error_parse	no	no	2018	Jun	04	NA	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE115nnn/GSE115299//suppl/filelist.txt
GSE115298	Mus musculus	CSV	no	error_parse	no	no	2018	Jun	04	NA	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE115nnn/GSE115298//suppl/filelist.txt
GSE115297	Mus musculus	CSV	no	error_parse	no	no	2018	Jun	04	NA	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE115nnn/GSE115297//suppl/filelist.txt
GSE151167	Mus musculus	MTX, TSV	no	no	no	no	2020	May	26	Nat Metab	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE151nnn/GSE151167//suppl/filelist.txt
GSE144769	Mus musculus	CLOUPE	no	no	no	no	2020	Feb	04	Dis Model Mech	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE144nnn/GSE144769//suppl/filelist.txt
GSE144678	Mus musculus	CLOUPE	no	no	no	no	2020	Feb	03	Dis Model Mech	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE144nnn/GSE144678//suppl/filelist.txt
