id	org	files	has_meta	tar_meta	has_r	usable	year	month	day	journal	link
GSE110679	Mus musculus	TXT	no	error_parse	no	no	2018	Feb	15	Nat. Immunol.	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE110nnn/GSE110679//suppl/filelist.txt
GSE109990	Homo sapiens	none	no	error_parse	no	no	2018	Feb	01	Stem Cell Res	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE109nnn/GSE109990//suppl/filelist.txt
GSE109989	Mus musculus	CSV	no	error_parse	no	no	2018	Feb	01	Genome Biol.	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE109nnn/GSE109989//suppl/filelist.txt
GSE109979	Homo sapiens	TXT	no	error_parse	no	no	2018	Feb	01	Stem Cell Res	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE109nnn/GSE109979//suppl/filelist.txt
GSE109658	Homo sapiens	TXT	no	error_parse	no	no	2018	Jan	25	Stem Cell Res	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE109nnn/GSE109658//suppl/filelist.txt
GSE102479	Mus musculus	TSV, TXT	no	error_parse	no	no	2017	Aug	10	Front Endocrinol (Lausanne)	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE102nnn/GSE102479//suppl/filelist.txt
GSE80797	Homo sapiens; Mus musculus	TXT	no	error_parse	no	no	NA	NA	NA	NA	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE80nnn/GSE80797//suppl/filelist.txt
GSE110568	Mus musculus	TXT	no	error_parse	no	no	2018	Feb	13	Nat. Immunol.	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE110nnn/GSE110568//suppl/filelist.txt
GSE110558	Mus musculus	TXT	yes	error_parse	no	yes	2018	Feb	13	Nat. Immunol.	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE110nnn/GSE110558//suppl/filelist.txt
GSE110547	Mus musculus	TXT	no	error_parse	no	no	2018	Feb	13	Nat. Immunol.	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE110nnn/GSE110547//suppl/filelist.txt
GSE108097	Homo sapiens; Mus musculus	TAR, TXT	no	no	no	no	2017	Dec	14	Cell	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE108nnn/GSE108097//suppl/filelist.txt
GSE102596	Homo sapiens	TSV	no	no	no	no	2017	Aug	12	J. Am. Soc. Nephrol.	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE102nnn/GSE102596//suppl/filelist.txt
GSE99305	Homo sapiens	TXT	no	error_parse	no	no	2017	May	25	Mol Oncol	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE99nnn/GSE99305//suppl/filelist.txt
GSE102748	Mus musculus	TXT	no	no	no	no	2017	Aug	16	J. Immunol.	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE102nnn/GSE102748//suppl/filelist.txt
GSE109822	Homo sapiens	CSV	no	error_parse	no	no	2018	Jan	29	J. Invest. Dermatol.	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE109nnn/GSE109822//suppl/filelist.txt
GSE98664	Mus musculus	BW, CSV, GTF, TXT	no	no	no	no	2017	May	08	Nat Commun	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE98nnn/GSE98664//suppl/filelist.txt
GSE75187	Mus musculus	CSV	no	error_parse	no	no	2015	Nov	19	Cancer Cell	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE75nnn/GSE75187//suppl/filelist.txt
GSE75185	Mus musculus	CSV	no	error_parse	no	no	2015	Nov	19	Cancer Cell	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE75nnn/GSE75185//suppl/filelist.txt
GSE104276	Homo sapiens	TXT, XLS, XLSX	no	no	no	no	2017	Sep	26	Nature	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE104nnn/GSE104276//suppl/filelist.txt
GSE110371	Mus musculus	TXT	no	error_parse	no	no	2018	Feb	08	J. Biol. Chem.	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE110nnn/GSE110371//suppl/filelist.txt
GSE95021	Homo sapiens	TXT	no	no	no	no	2017	Feb	17	Genes Dev.	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE95nnn/GSE95021//suppl/filelist.txt
GSE95020	Homo sapiens	TXT	no	no	no	no	2017	Feb	17	Genes Dev.	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE95nnn/GSE95020//suppl/filelist.txt
GSE94980	Homo sapiens	TXT	no	no	no	no	2017	Feb	16	Genes Dev.	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE94nnn/GSE94980//suppl/filelist.txt
GSE94979	Homo sapiens	TXT	no	no	no	no	2017	Feb	16	Genes Dev.	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE94nnn/GSE94979//suppl/filelist.txt
GSE97519	Mus musculus	TXT	no	error_parse	no	no	2017	Apr	07	Cell Rep	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE97nnn/GSE97519//suppl/filelist.txt
GSE88927	Mus musculus	TAB	no	no	no	no	2016	Oct	19	Mol. Syst. Biol.	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE88nnn/GSE88927//suppl/filelist.txt
GSE88926	Mus musculus	TAB	no	no	no	no	2016	Oct	19	Mol. Syst. Biol.	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE88nnn/GSE88926//suppl/filelist.txt
GSE108761	Mus musculus	TSV, TXT, XLSX	no	no	no	no	2018	Jan	04	Proc. Natl. Acad. Sci. U.S.A.	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE108nnn/GSE108761//suppl/filelist.txt
GSE106960	Mus musculus	CSV	no	no	no	no	2017	Nov	15	Proc. Natl. Acad. Sci. U.S.A.	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE106nnn/GSE106960//suppl/filelist.txt
GSE106543	Homo sapiens	TXT	no	error_parse	no	no	2017	Nov	05	Sci Immunol	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE106nnn/GSE106543//suppl/filelist.txt
GSE103892	Mus musculus	TXT	no	error_parse	no	no	2017	Sep	15	Cell Rep	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE103nnn/GSE103892//suppl/filelist.txt
GSE77882	Homo sapiens	TXT	no	no	no	no	2016	Feb	12	Nat. Cell Biol.	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE77nnn/GSE77882//suppl/filelist.txt
GSE109542	Homo sapiens; Mus musculus	CSV, MTX, TSV	no	yes	no	yes	2018	Jan	24	Science	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE109nnn/GSE109542//suppl/filelist.txt
GSE108020	Mus musculus	TXT	no	error_parse	no	no	2017	Dec	13	Am. J. Hum. Genet.	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE108nnn/GSE108020//suppl/filelist.txt
GSE79380	Mus musculus	XLSX	no	error_parse	no	no	2016	Mar	18	Sci Rep	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE79nnn/GSE79380//suppl/filelist.txt
GSE108699	Homo sapiens	MTX, RDS, TSV	yes	error_parse	yes	yes	2018	Jan	03	Nat. Methods	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE108nnn/GSE108699//suppl/filelist.txt
GSE100471	Mus musculus	TXT	no	error_parse	no	no	2017	Jun	26	Science	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE100nnn/GSE100471//suppl/filelist.txt
GSE109742	Mus musculus; Mus musculus	none	no	error_parse	no	no	2018	Jan	27	Nat. Immunol.	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE109nnn/GSE109742//suppl/filelist.txt
GSE109726	Mus musculus	TXT	no	error_parse	no	no	2018	Jan	26	Nat. Immunol.	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE109nnn/GSE109726//suppl/filelist.txt
GSE100033	Homo sapiens; Mus musculus	BW, MAT, TXT	no	no	no	no	2017	Jun	14	Nat. Neurosci.	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE100nnn/GSE100033//suppl/filelist.txt
GSE109556	Mus musculus	TXT	no	error_parse	no	no	2018	Jan	24	Cell Rep	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE109nnn/GSE109556//suppl/filelist.txt
GSE107740	Mus musculus	CSV	no	error_parse	no	no	2017	Dec	06	Nat Commun	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE107nnn/GSE107740//suppl/filelist.txt
GSE106544	Homo sapiens	none	no	error_parse	no	no	2017	Nov	05	Sci Immunol	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE106nnn/GSE106544//suppl/filelist.txt
GSE106542	Homo sapiens	TXT	no	error_parse	no	no	2017	Nov	05	Sci Immunol	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE106nnn/GSE106542//suppl/filelist.txt
GSE106541	Homo sapiens	TXT	no	error_parse	no	no	2017	Nov	05	Sci Immunol	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE106nnn/GSE106541//suppl/filelist.txt
GSE106540	Homo sapiens	TXT	no	error_parse	no	no	2017	Nov	05	Sci Immunol	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE106nnn/GSE106540//suppl/filelist.txt
GSE103461	Homo sapiens	TXT	no	no	no	no	2017	Sep	05	J. Biol. Chem.	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE103nnn/GSE103461//suppl/filelist.txt
GSE108478	Mus musculus	TXT	no	error_parse	no	no	2017	Dec	22	NA	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE108nnn/GSE108478//suppl/filelist.txt
GSE109449	Homo sapiens	TSV	yes	error_parse	no	yes	2018	Jan	19	Nat Commun	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE109nnn/GSE109449//suppl/filelist.txt
GSE109262	Mus musculus; synthetic construct	TSV, TXT	no	error_parse	no	no	2018	Jan	16	Nat Commun	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE109nnn/GSE109262//suppl/filelist.txt
GSE106268	Mus musculus	BED, H5	no	no	no	no	2017	Oct	27	Science	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE106nnn/GSE106268//suppl/filelist.txt
GSE106264	Mus musculus	H5	no	error_parse	no	no	2017	Oct	27	Science	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE106nnn/GSE106264//suppl/filelist.txt
GSE100384	Homo sapiens; Mus musculus	TXT	no	error_parse	no	no	2017	Jun	22	Cell	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE100nnn/GSE100384//suppl/filelist.txt
GSE95542	Homo sapiens	TXT	no	error_parse	no	no	2017	Mar	01	Stem Cell Res	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE95nnn/GSE95542//suppl/filelist.txt
GSE97037	Mus musculus	TXT	no	error_parse	no	no	2017	Mar	26	Cancer Cell	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE97nnn/GSE97037//suppl/filelist.txt
GSE65970	Mus musculus	CSV	no	error_parse	no	no	2015	Feb	17	Proc. Natl. Acad. Sci. U.S.A.	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE65nnn/GSE65970//suppl/filelist.txt
GSE103350	Homo sapiens	XLS	no	error_parse	no	no	2017	Aug	31	NA	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE103nnn/GSE103350//suppl/filelist.txt
GSE108291	Homo sapiens; Mus musculus	CSV, MTX, TSV	no	error_parse	no	no	2017	Dec	19	NA	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE108nnn/GSE108291//suppl/filelist.txt
GSE108811	Mus musculus	TXT	no	error_parse	no	no	2018	Jan	05	Science	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE108nnn/GSE108811//suppl/filelist.txt
GSE90742	Mus musculus	CSV	no	no	no	no	2016	Dec	01	Nature	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE90nnn/GSE90742//suppl/filelist.txt
GSE108313	Homo sapiens	CSV, TXT	no	no	no	no	2017	Dec	19	Genome Biol.	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE108nnn/GSE108313//suppl/filelist.txt
GSE107053	Mus musculus	TXT	no	error_parse	no	no	2017	Nov	17	Cell Rep	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE107nnn/GSE107053//suppl/filelist.txt
GSE94118	Mus musculus	CSV	no	error_parse	no	no	2017	Jan	26	NA	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE94nnn/GSE94118//suppl/filelist.txt
GSE65160	Mus musculus	FPKM_TRACKING	no	no	no	no	2015	Jan	21	NA	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE65nnn/GSE65160//suppl/filelist.txt
GSE107632	Mus musculus	TXT	no	error_parse	no	no	2017	Dec	04	Cell Rep	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE107nnn/GSE107632//suppl/filelist.txt
GSE108571	Homo sapiens	H5	no	no	no	no	2017	Dec	27	NA	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE108nnn/GSE108571//suppl/filelist.txt
GSE107122	Mus musculus	TXT	no	no	no	no	2017	Nov	19	Cell Rep	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE107nnn/GSE107122//suppl/filelist.txt
GSE108444	Homo sapiens	CSV	no	error_parse	no	no	2017	Dec	22	Genome Biol.	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE108nnn/GSE108444//suppl/filelist.txt
GSE108443	Homo sapiens	CSV	no	error_parse	no	no	2017	Dec	22	Genome Biol.	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE108nnn/GSE108443//suppl/filelist.txt
GSE80212	Homo sapiens	CSV	no	error_parse	no	no	2016	Apr	12	Genome Biol.	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE80nnn/GSE80212//suppl/filelist.txt
GSE104054	Mus musculus	TXT	yes	no	no	yes	2017	Sep	20	Science	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE104nnn/GSE104054//suppl/filelist.txt
GSE99989	Mus musculus	CSV	no	error_parse	no	no	2017	Jun	13	Genome Biol.	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE99nnn/GSE99989//suppl/filelist.txt
GSE81233	Homo sapiens; Mus musculus	BED, FPKM_TRACKING, TXT	no	no	no	no	2016	May	09	Nat. Genet.	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE81nnn/GSE81233//suppl/filelist.txt
GSE108108	Mus musculus	TXT	no	error_parse	no	no	2017	Dec	14	Mol Metab	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE108nnn/GSE108108//suppl/filelist.txt
GSE108067	Mus musculus	MTX, TSV	no	no	no	no	2017	Dec	14	Cell	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE108nnn/GSE108067//suppl/filelist.txt
GSE107115	Mus musculus	TXT	no	error_parse	no	no	2017	Nov	17	Cell Rep	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE107nnn/GSE107115//suppl/filelist.txt
GSE106663	Mus musculus	TAB	no	no	no	no	2017	Nov	08	NA	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE106nnn/GSE106663//suppl/filelist.txt
GSE108041	Influenza A virus (A/WSN/1933(H1N1)); Homo sapiens	FASTA, GTF, H5, TXT	no	no	no	no	2017	Dec	13	Elife	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE108nnn/GSE108041//suppl/filelist.txt
GSE103753	Mus musculus	TXT	no	error_parse	no	no	2017	Sep	12	Cell	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE103nnn/GSE103753//suppl/filelist.txt
GSE106447	Mus musculus	CSV, TSV	no	no	no	no	2017	Nov	02	Cell Rep	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE106nnn/GSE106447//suppl/filelist.txt
GSE106273	Mus musculus	CSV, MTX, TSV	yes	no	no	yes	2017	Oct	27	Nat Commun	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE106nnn/GSE106273//suppl/filelist.txt
GSE98600	Mus musculus	MTX, TXT	no	no	no	no	2017	May	05	Cell	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE98nnn/GSE98600//suppl/filelist.txt
GSE107909	Mus musculus	CSV	no	no	no	no	2017	Dec	11	Nature	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE107nnn/GSE107909//suppl/filelist.txt
GSE102827	Mus musculus	CSV, TXT	yes	no	no	yes	2017	Aug	18	Nat. Neurosci.	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE102nnn/GSE102827//suppl/filelist.txt
GSE97942	Homo sapiens	TAR	no	no	no	no	2017	Apr	18	Nat. Biotechnol.	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE97nnn/GSE97942//suppl/filelist.txt
GSE97930	Homo sapiens	TXT	no	error_parse	no	no	2017	Apr	18	Nat. Biotechnol.	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE97nnn/GSE97930//suppl/filelist.txt
GSE106678	Mus musculus	TXT	no	no	no	no	2017	Nov	08	Mol. Cell	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE106nnn/GSE106678//suppl/filelist.txt
GSE101601	Mus musculus; Homo sapiens	XLSX	no	error_parse	no	no	2017	Jul	18	Sci Rep	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE101nnn/GSE101601//suppl/filelist.txt
GSE99235	Mus musculus	TXT	no	error_parse	no	no	2017	May	23	Nature	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE99nnn/GSE99235//suppl/filelist.txt
GSE99058	Mus musculus	TXT	no	error_parse	no	no	2017	May	18	Nature	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE99nnn/GSE99058//suppl/filelist.txt
GSE98816	Mus musculus	TXT	no	error_parse	no	no	2017	May	11	Nature	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE98nnn/GSE98816//suppl/filelist.txt
GSE107653	Mus musculus	TXT	yes	error_parse	no	yes	2017	Dec	04	PLoS Genet.	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE107nnn/GSE107653//suppl/filelist.txt
GSE98852	Homo sapiens	TXT	no	error_parse	no	no	2017	May	12	J. Allergy Clin. Immunol.	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE98nnn/GSE98852//suppl/filelist.txt
GSE103322	Homo sapiens	TXT	no	error_parse	no	no	2017	Aug	30	Cell	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE103nnn/GSE103322//suppl/filelist.txt
GSE104600	Homo sapiens	MTX, TSV	no	error_parse	no	no	2017	Oct	04	J. Clin. Invest.	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE104nnn/GSE104600//suppl/filelist.txt
GSE85234	Mus musculus	TXT	no	error_parse	no	no	2016	Aug	05	Nat Commun	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE85nnn/GSE85234//suppl/filelist.txt
GSE89477	Mus musculus	TXT, XLSX	no	error_parse	no	no	2016	Nov	03	Cancer Discov	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE89nnn/GSE89477//suppl/filelist.txt
GSE107220	Mus musculus	CSV	no	no	no	no	2017	Nov	21	NA	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE107nnn/GSE107220//suppl/filelist.txt
GSE92842	Mus musculus	CSV	no	error_parse	no	no	2016	Dec	22	Cell Stem Cell	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE92nnn/GSE92842//suppl/filelist.txt
GSE103275	Mus musculus	BAI, MTX, TSV	no	error_parse	no	no	2017	Aug	30	Nat Commun	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE103nnn/GSE103275//suppl/filelist.txt
GSE103272	Mus musculus	MTX, TSV	no	no	no	no	2017	Aug	30	Nat Commun	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE103nnn/GSE103272//suppl/filelist.txt
GSE98131	Mus musculus	TXT	no	no	no	no	2017	Apr	24	Nat Commun	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE98nnn/GSE98131//suppl/filelist.txt
GSE96630	Mus musculus	FPKM_TRACKING	no	no	no	no	2017	Mar	15	NA	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE96nnn/GSE96630//suppl/filelist.txt
GSE95448	Mus musculus	TXT	no	no	no	no	2017	Feb	27	Nat Commun	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE95nnn/GSE95448//suppl/filelist.txt
GSE95445	Mus musculus	TXT	no	no	no	no	2017	Feb	27	Nat Commun	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE95nnn/GSE95445//suppl/filelist.txt
GSE95436	Mus musculus	TXT	no	no	no	no	2017	Feb	27	Nat Commun	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE95nnn/GSE95436//suppl/filelist.txt
GSE95434	Mus musculus	TXT	no	no	no	no	2017	Feb	27	Nat Commun	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE95nnn/GSE95434//suppl/filelist.txt
GSE95432	Mus musculus	TXT	no	no	no	no	2017	Feb	27	Nat Commun	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE95nnn/GSE95432//suppl/filelist.txt
GSE95430	Mus musculus	BAI, MTX, TSV	no	no	no	no	2017	Feb	27	Nat Commun	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE95nnn/GSE95430//suppl/filelist.txt
GSE90822	Mus musculus	TXT	no	error_parse	no	no	2016	Dec	02	Front Cell Neurosci	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE90nnn/GSE90822//suppl/filelist.txt
GSE87795	Mus musculus	FPKM_TRACKING	no	no	no	no	2016	Oct	11	BMC Genomics	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE87nnn/GSE87795//suppl/filelist.txt
GSE103574	Mus musculus	CLOUPE, CSV	no	no	no	no	2017	Sep	06	Cell	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE103nnn/GSE103574//suppl/filelist.txt
GSE100607	Mus musculus	none	no	error_parse	no	no	2017	Jun	28	Cell Stem Cell	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE100nnn/GSE100607//suppl/filelist.txt
GSE99521	Homo sapiens; Mus musculus	CLOUPE, CSV, TSV, WIG	no	no	no	no	2017	May	31	Cell	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE99nnn/GSE99521//suppl/filelist.txt
GSE102698	Homo sapiens; Mus musculus	CSV	no	error_parse	no	no	2017	Aug	15	Cell Syst	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE102nnn/GSE102698//suppl/filelist.txt
GSE93722	Homo sapiens	TXT	no	no	no	no	2017	Jan	17	Elife	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE93nnn/GSE93722//suppl/filelist.txt
GSE81530	Mus musculus	BW, TXT	no	error_parse	no	no	2016	May	17	J. Exp. Med.	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE81nnn/GSE81530//suppl/filelist.txt
GSE104478	Mus musculus	TXT	no	error_parse	no	no	2017	Oct	02	NA	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE104nnn/GSE104478//suppl/filelist.txt
GSE101519	Homo sapiens	TXT	no	error_parse	no	no	2017	Jul	17	G3 (Bethesda)	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE101nnn/GSE101519//suppl/filelist.txt
GSE101518	Homo sapiens	CSV	no	error_parse	no	no	2017	Jul	17	G3 (Bethesda)	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE101nnn/GSE101518//suppl/filelist.txt
GSE100618	Homo sapiens	TXT	no	error_parse	no	no	2017	Jun	28	Nat. Immunol.	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE100nnn/GSE100618//suppl/filelist.txt
GSE89798	Mus musculus	TXT	no	error_parse	no	no	2016	Nov	14	NA	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE89nnn/GSE89798//suppl/filelist.txt
GSE106391	Homo sapiens	TXT	no	no	no	no	2017	Nov	01	Nat Commun	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE106nnn/GSE106391//suppl/filelist.txt
GSE106472	Mus musculus	MTX, TSV, TXT	no	no	no	no	2017	Nov	02	NA	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE106nnn/GSE106472//suppl/filelist.txt
GSE106471	Mus musculus	TXT	no	error_parse	no	no	2017	Nov	02	NA	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE106nnn/GSE106471//suppl/filelist.txt
GSE98644	Homo sapiens	TXT	no	error_parse	no	no	2017	May	08	BMC Biol.	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE98nnn/GSE98644//suppl/filelist.txt
GSE92332	Mus musculus	MTX, TSV, TXT	no	no	no	no	2016	Dec	13	Nature	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE92nnn/GSE92332//suppl/filelist.txt
GSE89378	Mus musculus	CSV	no	no	no	no	2016	Nov	01	NA	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE89nnn/GSE89378//suppl/filelist.txt
GSE86113	Mus musculus	TAB	no	no	no	no	2016	Aug	26	Elife	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE86nnn/GSE86113//suppl/filelist.txt
GSE84465	Homo sapiens	CSV	no	no	no	no	2016	Jul	15	Cell Rep	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE84nnn/GSE84465//suppl/filelist.txt
GSE99701	Mus musculus	TXT	no	error_parse	no	no	2017	Jun	05	Proc. Natl. Acad. Sci. U.S.A.	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE99nnn/GSE99701//suppl/filelist.txt
GSE99251	Mus musculus	RDA, TXT	no	error_parse	yes	yes	2017	May	24	Cell Stem Cell	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE99nnn/GSE99251//suppl/filelist.txt
GSE74607	Mus musculus	TXT	no	no	no	no	2015	Nov	03	NA	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE74nnn/GSE74607//suppl/filelist.txt
GSE74290	Mus musculus	TXT	no	no	no	no	2015	Oct	23	J. Immunol.	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE74nnn/GSE74290//suppl/filelist.txt
GSE98569	Mus musculus	CSV	no	error_parse	no	no	2017	May	04	Nature	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE98nnn/GSE98569//suppl/filelist.txt
GSE98567	Mus musculus	XLSX	no	error_parse	no	no	2017	May	04	Nature	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE98nnn/GSE98567//suppl/filelist.txt
GSE79578	Mus musculus	TXT	no	no	no	no	2016	Mar	24	Nat Commun	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE79nnn/GSE79578//suppl/filelist.txt
GSE103185	Mus musculus	TXT	no	error_parse	no	no	2017	Aug	28	Cell	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE103nnn/GSE103185//suppl/filelist.txt
GSE105064	Homo sapiens	TXT	no	error_parse	no	no	2017	Oct	17	Front Immunol	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE105nnn/GSE105064//suppl/filelist.txt
GSE105054	Mus musculus	CSV, XLSX	no	error_parse	no	no	2017	Oct	16	Elife	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE105nnn/GSE105054//suppl/filelist.txt
GSE97390	Mus musculus	CSV	no	error_parse	no	no	2017	Apr	04	Elife	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE97nnn/GSE97390//suppl/filelist.txt
