id	org	files	has_meta	has_r	usable
GSE118404	Mus musculus	CSV, MTX, TSV	no	no	no
GSE118403	Mus musculus	TXT	no	no	no
GSE117295	Mus musculus	CSV	no	no	no
GSE132880	Mus musculus	TXT	no	no	no
GSE130609	Mus musculus	TXT	no	no	no
GSE130287	Mus musculus	MTX, TSV	no	no	no
GSE132662	Mus musculus	CSV	no	no	no
GSE102935	Mus musculus	TXT	no	no	no
GSE132581	Mus musculus	TXT	no	no	no
GSE132504	Mus musculus	TXT	no	no	no
GSE132462	Mus musculus	MTX, TSV	no	no	no
GSE132188	Mus musculus	H5, TAR	no	no	no
GSE130950	Mus musculus	TXT	no	no	no
GSE115030	Mus musculus	RDATA, TSV	no	yes	yes
GSE132151	Mus musculus	TSV, TXT	no	no	no
GSE115730	Mus musculus	TXT	no	no	no
GSE114551	Mus musculus	BW	no	no	no
GSE114549	Mus musculus	BW	no	no	no
GSE132272	Mus musculus	MTX, TSV	no	no	no
GSE132199	Mus musculus	CSV, MTX, TAB, TSV	no	no	no
GSE126500	Mus musculus	BEDGRAPH, TXT	no	no	no
GSE132042	Mus musculus	CSV, H5AD, LOOM, TAR	no	no	no
GSE126497	Mus musculus	H5	no	no	no
GSE131181	Mus musculus	CSV	yes	no	yes
GSE129087	Mus musculus	MTX, TSV	no	no	no
GSE131834	Mus musculus	CSV, TXT	no	no	no
GSE132044	Homo sapiens; Mus musculus	MTX, TSV	no	no	no
GSE128945	Mus musculus	XLSX	no	no	no
GSE117826	Mus musculus; Homo sapiens	MTX, TSV, TXT	no	no	no
GSE117824	Homo sapiens; Mus musculus	MTX, TSV	no	no	no
GSE130649	Mus musculus	MTX, TSV	no	no	no
GSE128241	Mus musculus	CSV, TXT	no	no	no
GSE124333	Mus musculus	BW, TAB	no	no	no
GSE124322	Mus musculus	TAB	no	no	no
GSE122900	Mus musculus	CSV	no	no	no
GSE120771	Mus musculus; Homo sapiens	BED, HIC, TXT	no	no	no
GSE99537	Mus musculus	TXT	no	no	no
GSE130606	Mus musculus	CSV, MTX, TSV	no	no	no
GSE122403	Mus musculus	MTX, TSV	no	no	no
GSE116001	Mus musculus	CSV	no	no	no
GSE126128	Mus musculus	CSV	no	no	no
GSE131271	Mus musculus	XLSX	no	no	no
GSE128423	Mus musculus	MTX, TSV	no	no	no
GSE100412	Mus musculus	TXT	no	no	no
GSE118614	Mus musculus	MTX, TSV	no	no	no
GSE131450	Mus musculus	TXT	no	no	no
GSE127914	Mus musculus	none	no	no	no
GSE126770	Mus musculus	CNT, CSV, TXT	no	no	no
GSE122843	Mus musculus	TXT, XLSX	no	no	no
GSE110901	Mus musculus	HIC, NARROWPEAK	no	no	no
GSE110899	Mus musculus	TXT	no	no	no
GSE110894	Mus musculus	CSV, XLSX	no	no	no
GSE127683	Mus musculus	TXT	no	no	no
GSE124312	Mus musculus	TXT	no	no	no
GSE131365	Mus musculus	H5	no	no	no
GSE124904	Mus musculus	TXT	no	no	no
GSE119127	Mus musculus	XLSX	no	no	no
GSE118904	Mus musculus	CSV	no	no	no
GSE117542	Mus musculus	MTX, TSV, TXT	no	no	no
GSE122187	Mus musculus	PDF, XLS	no	no	no
GSE109100	Mus musculus	CSV, TXT	no	no	no
GSE76879	Mus musculus	TXT	no	no	no
GSE131038	Mus musculus	RDS, TSV	no	yes	yes
GSE130966	Mus musculus	TXT	no	no	no
GSE118953	Mus musculus	TSV	no	no	no
GSE122795	Mus musculus	TXT	no	no	no
GSE126631	Drosophila melanogaster; Mus musculus	TXT	no	no	no
GSE126629	Mus musculus	TXT	no	no	no
GSE125688	Mus musculus	CSV, TXT	no	no	no
GSE130784	Homo sapiens; Mus musculus	TAR, TXT	no	no	no
GSE108679	Mus musculus	TXT	no	no	no
GSE114164	Mus musculus	TXT	no	no	no
GSE130597	Mus musculus	TXT	no	no	no
GSE123392	Mus musculus; Homo sapiens	TXT	yes	no	yes
GSE128890	Mus musculus; Homo sapiens	MTX, TSV	no	no	no
GSE128889	Homo sapiens; Mus musculus	MTX, TSV	no	no	no
GSE126387	Mus musculus	CSV	no	no	no
GSE118068	Mus musculus	MTX, TSV	no	no	no
GSE117437	Mus musculus	MTX, TSV	no	no	no
GSE113837	Mus musculus	TXT	no	no	no
GSE113692	Mus musculus	TXT	no	no	no
GSE130312	Mus musculus	CSV, TXT	no	no	no
GSE115956	Mus musculus	CSV	no	no	no
GSE115955	Mus musculus	CSV	no	no	no
GSE109684	Mus musculus	XLSX	no	no	no
GSE130180	Mus musculus	TXT	no	no	no
GSE117176	Mus musculus	MTX, TSV	no	no	no
GSE115301	Homo sapiens; Mus musculus	CSV, TXT	yes	no	yes
GSE130113	Mus musculus	MTX, TSV	no	no	no
GSE113767	Mus musculus	BW, MTX, TSV	no	no	no
GSE113766	Mus musculus	MTX, TSV	no	no	no
GSE113765	Mus musculus	BW, TXT	no	no	no
GSE123586	Mus musculus	TSV, WIG	no	no	no
GSE130065	Homo sapiens; Mus musculus	CSV, MTX, TSV, TXT	no	no	no
GSE113403	Mus musculus	TXT	no	no	no
GSE108222	Mus musculus	CSV	no	no	no
GSE125708	Mus musculus	MTX, TSV, TXT	no	no	no
GSE130008	Mus musculus	TXT	yes	no	yes
GSE129927	Mus musculus	XLSX	no	no	no
GSE119943	Mus musculus	BW, MTX, TSV	no	no	no
GSE119942	Mus musculus	TXT, XLSX	no	no	no
GSE119940	Mus musculus	MTX, TSV	no	no	no
GSE126924	Mus musculus	MTX, TSV	no	no	no
GSE129741	Mus musculus	TXT	no	no	no
GSE129740	Mus musculus	TXT	no	no	no
GSE129738	Mus musculus	TXT	no	no	no
GSE129730	Mus musculus	TXT	no	no	no
GSE129662	Mus musculus	MTX, TSV	no	no	no
GSE121457	Mus musculus	CSV	yes	no	yes
GSE121451	Mus musculus	TAB	no	no	no
GSE117309	Mus musculus; Homo sapiens	FASTA, TAR, TXT	no	no	no
GSE129605	Mus musculus	MTX, TSV	no	no	no
GSE129578	Homo sapiens; Mus musculus	MTX	no	no	no
GSE123078	Mus musculus	TSV, TXT	no	no	no
GSE122871	Mus musculus	BEDGRAPH, MTX, NARROWPEAK, TSV, TXT	no	no	no
GSE118436	Mus musculus	TSV, TXT	no	no	no
GSE108891	Mus musculus	TSV, TXT	no	no	no
GSE123135	Mus musculus	CSV	no	no	no
GSE123124	Mus musculus	CSV	no	no	no
GSE123046	Mus musculus	CSV	no	no	no
GSE113014	Mus musculus	BED, BEDGRAPH, TDF, TSV, TXT	no	no	no
GSE129451	Mus musculus	TXT	no	no	no
GSE127465	Homo sapiens; Mus musculus	MTX, TSV	yes	no	yes
GSE121478	Mus musculus	MTX, TSV	no	no	no
GSE108709	Mus musculus	MTX, TSV	no	no	no
GSE120000	Mus musculus	TXT	no	no	no
GSE128993	Mus musculus; Rattus norvegicus; Homo sapiens; Sus scrofa	TXT	no	no	no
GSE128992	Sus scrofa; Homo sapiens; Mus musculus; Rattus norvegicus	TXT	no	no	no
GSE128991	Mus musculus; Homo sapiens	XLSX	no	no	no
GSE125680	Homo sapiens; Mus musculus	MTX, TSV, TXT	no	no	no
GSE129214	Mus musculus	TXT	yes	no	yes
GSE129213	Mus musculus	TXT	no	no	no
GSE125586	Mus musculus	TXT	yes	no	yes
GSE104899	Mus musculus	TXT	no	no	no
GSE104898	Mus musculus	TXT	no	no	no
GSE129178	Mus musculus	TXT	no	no	no
GSE129150	Mus musculus	CSV, TSV, TXT, XLS	no	no	no
GSE129114	Mus musculus	TXT	no	no	no
GSE129106	Mus musculus	CSV	no	no	no
GSE126184	Mus musculus	MTX, TSV	no	no	no
GSE129122	Mus musculus	TXT	no	no	no
GSE125492	Mus musculus	MTX, TSV	no	no	no
GSE115242	Mus musculus	TSV	no	no	no
GSE129057	Mus musculus	CLOUPE, TAR	no	no	no
GSE110878	Mus musculus	CSV, TSV	no	no	no
GSE129064	Mus musculus	TXT	no	no	no
GSE128985	Mus musculus	TXT	no	no	no
GSE128971	Mus musculus	TXT	no	no	no
GSE128855	Mus musculus	TXT	no	no	no
GSE128854	Mus musculus	TXT	no	no	no
GSE128781	Mus musculus	TXT	no	no	no
GSE113049	Mus musculus	TSV	yes	no	yes
GSE128197	Mus musculus	TXT	no	no	no
GSE120421	Mus musculus	TXT	no	no	no
GSE124930	Mus musculus	CSV, H5, TAR	no	no	no
GSE121320	Mus musculus	XLSX	no	no	no
GSE118937	Homo sapiens; Mus musculus	CSV	no	no	no
GSE120261	Homo sapiens; Mus musculus	CSV	no	no	no
GSE128707	Mus musculus	TXT	no	no	no
GSE126657	Mus musculus	TXT	no	no	no
GSE79499	Mus musculus	TXT	no	no	no
GSE121081	Mus musculus	MTX, TSV	no	no	no
GSE110865	Mus musculus	CEL, TXT	no	no	no
GSE110864	Mus musculus	TXT	no	no	no
GSE123488	Mus musculus	BW, TXT	no	no	no
GSE123484	Mus musculus	TSV	no	no	no
GSE128393	Mus musculus	CSV, TSV, TXT	no	no	no
GSE113530	Mus musculus	TXT	no	no	no
GSE107711	Mus musculus	TXT, XLSX	no	no	no
GSE119988	Mus musculus	TXT	no	no	no
GSE128147	Mus musculus; other sequences; Homo sapiens	TXT	no	no	no
GSE126783	Mus musculus	MTX, TSV	no	no	no
GSE122357	Mus musculus	CSV, XLSX	no	no	no
GSE114157	Mus musculus	BED, CSV, FASTA, PSL, TSV, TXT	no	no	no
GSE112004	Mus musculus	TSV	no	no	no
GSE106514	Mus musculus	TXT	no	no	no
GSE128066	Mus musculus; Homo sapiens	MTX, TSV	no	no	no
GSE127752	Mus musculus	TXT, XLS	yes	no	yes
GSE127235	Mus musculus	TXT	no	no	no
GSE126834	Mus musculus	MTX, TSV	no	no	no
GSE126714	Mus musculus	TXT	no	no	no
GSE127963	Mus musculus	CSV	no	no	no
GSE127754	Mus musculus	CSV, RTF, TSV	no	no	no
GSE127724	Mus musculus	CSV	no	no	no
GSE127454	Mus musculus	TXT	no	no	no
GSE126310	Mus musculus; Homo sapiens	CSV, TXT	no	no	no
GSE121568	Mus musculus	CSV	no	no	no
GSE117233	Mus musculus	none	no	no	no
GSE117232	Mus musculus	TXT	no	no	no
GSE117231	Mus musculus	TXT	no	no	no
GSE117228	Mus musculus	TXT	no	no	no
GSE117225	Mus musculus	TXT	no	no	no
GSE111429	Mus musculus	MTX, TSV, XLSX	no	no	no
GSE124577	Mus musculus	MTX, TSV	no	no	no
GSE124562	Mus musculus	MTX, TSV	no	no	no
GSE123516	Mus musculus	MTX, TSV	no	no	no
GSE123515	Mus musculus	CSV	no	no	no
GSE117783	Mus musculus	CSV, MTX, TSV	no	no	no
GSE115626	Mus musculus	none	no	no	no
GSE115622	Mus musculus	CSV, XLSX	no	no	no
GSE115600	Mus musculus	MTX, TSV	no	no	no
GSE125620	Mus musculus	H5, TSV	no	no	no
GSE118932	Mus musculus	CSV	no	no	no
GSE127005	Mus musculus	TXT	yes	no	yes
GSE126968	Mus musculus	MTX, TSV	no	no	no
GSE126967	Mus musculus	MTX, TSV	no	no	no
GSE126966	Mus musculus	MTX, TSV	no	no	no
GSE121904	Mus musculus	CSV	no	no	no
GSE126159	Mus musculus	XLSX	no	no	no
GSE119271	Homo sapiens; Mus musculus	FPKM_TRACKING	no	no	no
GSE96676	Homo sapiens; Mus musculus	BW	no	no	no
GSE96675	Mus musculus	XLS	no	no	no
GSE96674	Mus musculus	XLS	no	no	no
GSE122730	Mus musculus	MTX, TSV	no	no	no
GSE126891	Mus musculus	CSV	no	no	no
GSE126836	Homo sapiens; Mus musculus	CSV, MTX	no	no	no
GSE123587	Mus musculus	MTX, TSV	no	no	no
GSE119945	Mus musculus	CSV, TXT	no	no	no
GSE126707	Mus musculus	MTX, TSV, XLSX	no	no	no
GSE125044	Mus musculus	TXT	yes	no	yes
GSE120372	Mus musculus	CSV	no	no	no
GSE126579	Mus musculus	TXT	no	no	no
GSE126539	Mus musculus	CSV, MTX, TSV	no	no	no
GSE108116	Homo sapiens; Mus musculus	BED, TXT	no	no	no
GSE124061	Mus musculus	CSV	no	no	no
GSE89285	Mus musculus	none	no	no	no
GSE89280	Mus musculus	TXT	no	no	no
GSE123595	Mus musculus	TXT	no	no	no
GSE121639	Mus musculus	CSV, MTX, TSV, TXT	no	no	no
GSE121469	Mus musculus	CSV, MTX, TSV, TXT	no	no	no
GSE120745	Mus musculus	CSV	no	no	no
GSE120744	Mus musculus	CSV	no	no	no
GSE120629	Mus musculus	CSV	no	no	no
GSE126388	Mus musculus	TXT	no	no	no
GSE124796	Mus musculus	CEL, TXT	no	no	no
GSE126205	Mus musculus	TSV	no	no	no
GSE116138	Mus musculus	TXT	no	no	no
GSE113320	Mus musculus	MTX, TSV	no	no	no
GSE117449	Mus musculus	TXT	no	no	no
GSE113307	Mus musculus	TXT	no	no	no
GSE123080	Mus musculus	TXT	no	no	no
GSE109761	Homo sapiens; Mus musculus	RDS, TXT	no	yes	yes
GSE118292	Mus musculus	TXT	no	no	no
GSE109071	Mus musculus	TXT	no	no	no
GSE120067	Mus musculus	MTX, TSV	no	no	no
GSE103577	Mus musculus	CSV	no	no	no
GSE122662	Mus musculus	H5, MTX, TSV	no	no	no
GSE122653	Mus musculus	CSV, H5	no	no	no
GSE118486	Mus musculus	MTX, TSV	no	no	no
GSE115943	Mus musculus	H5, MTX, TXT	no	no	no
GSE113561	Mus musculus	CSV	yes	no	yes
GSE106340	Mus musculus	MTX, TSV, TXT	no	no	no
GSE115931	Mus musculus	MTX, TSV, TXT	no	no	no
GSE125676	Mus musculus	TXT	no	no	no
GSE125588	Mus musculus	MTX, TSV	no	no	no
GSE118948	Mus musculus	CSV	no	no	no
GSE112837	Mus musculus	MTX, TSV	no	no	no
GSE125464	Mus musculus	FA, GTF, MTX, TSV	no	no	no
GSE119484	Mus musculus	TXT	no	no	no
GSE106810	Homo sapiens; Mus musculus	BW, TXT	no	no	no
GSE115972	Mus musculus	BIGWIG, NARROWPEAK	no	no	no
GSE115967	Mus musculus	TXT	no	no	no
GSE125316	Mus musculus	TXT	no	no	no
GSE125241	Mus musculus	TXT	no	no	no
GSE125088	Mus musculus	MTX, TSV	no	no	no
GSE122969	Mus musculus	TXT	no	no	no
GSE125065	Mus musculus	MTX, TSV	no	no	no
GSE121083	Mus musculus	TXT	no	no	no
GSE123335	Mus musculus	TXT	no	no	no
GSE124872	Mus musculus	CSV, MTX, RDATA, TXT	yes	yes	yes
GSE121002	Mus musculus	MTX, TSV	no	no	no
GSE122332	Mus musculus	TXT	no	no	no
GSE122331	Mus musculus	XLSX	no	no	no
GSE122330	Mus musculus	TXT, XLSX	no	no	no
GSE122329	Mus musculus	TXT	no	no	no
GSE123119	Mus musculus	CSV, FA, GTF	no	no	no
GSE109447	Mus musculus	TXT, XLSX	no	no	no
GSE108463	Mus musculus	TXT	no	no	no
GSE103221	Mus musculus	CSV	no	no	no
GSE123067	Mus musculus	TXT	no	no	no
GSE123030	Mus musculus	none	no	no	no
GSE123025	Mus musculus	CSV	no	no	no
GSE123024	Mus musculus	CSV	no	no	no
GSE123022	Mus musculus	CSV	no	no	no
GSE122233	Mus musculus	TXT	no	no	no
GSE122012	Mus musculus	TXT	no	no	no
GSE121001	Mus musculus	none	no	no	no
GSE119766	Mus musculus	TXT	no	no	no
GSE124454	Mus musculus	TXT	no	no	no
GSE124399	Mus musculus	TXT	no	no	no
GSE122043	Mus musculus	MTX, TSV	no	no	no
GSE122026	Mus musculus	CSV, XLSX	no	no	no
GSE121598	Mus musculus	MTX, TSV	no	no	no
GSE117394	Mus musculus	TSV	no	no	no
GSE108427	Mus musculus	TXT	no	no	no
GSE119694	Mus musculus	TXT	no	no	no
GSE99187	Mus musculus	TXT	no	no	no
GSE120522	Homo sapiens; Mus musculus	FA, GTF, MTX, TSV, TXT	no	no	no
GSE114822	Mus musculus	BW, TXT	no	no	no
GSE115901	Mus musculus	none	no	no	no
GSE115900	Mus musculus	TXT	no	no	no
GSE115899	Mus musculus	TXT	no	no	no
GSE121611	Mus musculus	H5, MTX, TSV	no	no	no
GSE119355	Mus musculus	MTX, TSV	no	no	no
GSE108556	Homo sapiens; Mus musculus	BEDGRAPH, BIGWIG, TXT	no	no	no
GSE121069	Mus musculus; Homo sapiens	TXT	no	no	no
GSE112865	Mus musculus	MTX, TSV	no	no	no
GSE123400	Mus musculus	CSV, MTX, TSV	no	no	no
GSE103618	Mus musculus	TXT	no	no	no
GSE123454	Mus musculus	CSV, XLS	no	no	no
GSE107761	Mus musculus	CSV	no	no	no
GSE116031	Mus musculus	TXT	no	no	no
GSE113854	Mus musculus	MTX, TSV	no	no	no
GSE113605	Mus musculus	TXT	no	no	no
GSE121891	Mus musculus	CSV, TXT	yes	no	yes
GSE116708	Mus musculus	none	no	no	no
GSE102048	Mus musculus	CSV	no	no	no
GSE105781	Mus musculus	TXT	no	no	no
GSE123179	Mus musculus	XLSX	no	no	no
GSE123177	Mus musculus	TXT	no	no	no
GSE120776	Mus musculus	TXT	no	no	no
GSE107694	Mus musculus	TXT	no	no	no
GSE122863	Mus musculus	CEL, CHP, TXT	no	no	no
GSE120667	Mus musculus	TXT	no	no	no
GSE115008	Mus musculus	TXT	no	no	no
GSE120678	Mus musculus	TXT	no	no	no
GSE116177	Mus musculus	TXT	no	no	no
GSE111301	Mus musculus; Homo sapiens	CSV, TSV, TXT	no	no	no
GSE122992	Mus musculus	CSV, TXT	no	no	no
GSE120462	Mus musculus	FA, GTF, H5	no	no	no
GSE115903	Mus musculus	TXT	no	no	no
GSE111527	Mus musculus	TXT	no	no	no
GSE111229	Mus musculus	TXT	no	no	no
GSE116011	Homo sapiens; Mus musculus; synthetic construct	TXT	no	no	no
GSE115934	Mus musculus	TXT	no	no	no
GSE122712	Mus musculus	MTX, TSV	no	no	no
GSE122675	Mus musculus	MTX, TSV	no	no	no
GSE112502	Mus musculus	TXT, XLSX	no	no	no
GSE118234	Mus musculus	CSV	no	no	no
GSE116794	Mus musculus	BW, TXT	no	no	no
GSE115350	Mus musculus	TXT	no	no	no
GSE115346	Mus musculus	TXT	no	no	no
GSE118120	Mus musculus	CSV	no	no	no
GSE113901	Mus musculus; Homo sapiens	CSV, XLSX	no	no	no
GSE111704	Mus musculus	TXT	no	no	no
GSE110909	Mus musculus	TXT	no	no	no
GSE118368	Mus musculus	CSV, TXT	no	no	no
GSE117795	Mus musculus	CSV, TXT	no	no	no
GSE117794	Mus musculus	CSV	no	no	no
GSE117793	Mus musculus	CSV	no	no	no
GSE117792	Mus musculus	CSV	no	no	no
GSE117790	Mus musculus	CSV	no	no	no
GSE117788	Mus musculus	CSV	no	no	no
GSE117786	Mus musculus	CSV	no	no	no
GSE117785	Mus musculus	CSV	no	no	no
GSE117784	Mus musculus	CSV	no	no	no
GSE121386	Mus musculus	TXT	no	no	no
GSE121287	Mus musculus	MTX, TSV	no	no	no
GSE121284	Mus musculus	TXT	no	no	no
GSE103647	Mus musculus	TXT	no	no	no
GSE109049	Mus musculus	MTX, TSV	no	no	no
GSE109037	Mus musculus; Homo sapiens	MTX, TSV	no	no	no
GSE109033	Mus musculus	MTX, TSV	no	no	no
GSE108974	Mus musculus	TXT	no	no	no
GSE108970	Mus musculus	TXT	no	no	no
GSE122057	Mus musculus	TXT	no	no	no
GSE120909	Mus musculus	TXT	no	no	no
GSE109535	Homo sapiens; Mus musculus	TXT, XLSX	no	no	no
GSE118237	Mus musculus	CLOUPE, XLSX	no	no	no
GSE113576	Mus musculus	MTX, TSV	no	no	no
GSE106510	Mus musculus	MTX, TSV, TXT	no	no	no
GSE121957	Mus musculus	CSV	yes	no	yes
GSE115746	Mus musculus	CSV	yes	no	yes
GSE119352	Mus musculus	MTX, TSV, TXT	yes	no	yes
GSE113069	Mus musculus	TXT	yes	no	yes
GSE111027	Mus musculus	MTX, TSV	no	no	no
GSE111026	Mus musculus	MTX, TSV	no	no	no
GSE111025	Mus musculus	TXT	no	no	no
GSE64314	Mus musculus	TXT	no	no	no
GSE64292	Mus musculus	TXT	no	no	no
GSE121861	Mus musculus	CSV	no	no	no
GSE121655	Mus musculus; Homo sapiens	TXT	no	no	no
GSE121654	Mus musculus	TXT	no	no	no
GSE111664	Mus musculus	TXT	no	no	no
GSE118122	Mus musculus	CSV	no	no	no
GSE117616	Mus musculus	CSV	no	no	no
GSE117615	Mus musculus	CSV	no	no	no
GSE114044	Mus musculus; Homo sapiens	CSV	no	no	no
GSE121034	Mus musculus	CSV	no	no	no
GSE120410	Mus musculus	CSV, MTX, TSV	no	no	no
GSE121416	Mus musculus	TXT	no	no	no
GSE118252	Mus musculus	BW, MTX, TSV	no	no	no
GSE118245	Mus musculus	MTX, TSV	no	no	no
GSE119531	Mus musculus	TXT	no	no	no
GSE119228	Mus musculus	TXT	yes	no	yes
GSE112601	synthetic construct; Mus musculus	none	no	no	no
GSE121100	Mus musculus	none	no	no	no
GSE120976	Mus musculus	CSV, TXT	no	no	no
GSE120960	Mus musculus	CSV	no	no	no
GSE111462	Homo sapiens; Mus musculus	H5, TXT	no	no	no
GSE111461	Mus musculus	TXT	no	no	no
GSE111456	Mus musculus	TXT	no	no	no
GSE111403	Mus musculus	TXT	no	no	no
GSE111402	Mus musculus	H5	no	no	no
GSE120787	Mus musculus	H5	no	no	no
GSE113111	Mus musculus	MTX, TSV	no	no	no
GSE120199	Mus musculus	TSV	no	no	no
GSE120654	Mus musculus	MTX, TSV	no	no	no
GSE118545	Mus musculus	TXT	no	no	no
GSE114374	Homo sapiens; Mus musculus	TXT	no	no	no
GSE120239	Mus musculus	CSV	no	no	no
GSE101901	Mus musculus	TXT	no	no	no
GSE115950	Mus musculus	CSV	no	no	no
GSE106882	Mus musculus	CSV	no	no	no
GSE106636	Mus musculus	CSV	no	no	no
GSE106489	Mus musculus	CSV, H5, TXT	no	no	no
GSE99915	Mus musculus	MTX, TSV, TXT	no	no	no
GSE79435	Mus musculus	CSV	no	no	no
GSE112794	Mus musculus	TXT	no	no	no
GSE101207	Homo sapiens; Mus musculus	BW, TXT	no	no	no
GSE120108	Mus musculus	MTX, TSV	no	no	no
GSE117963	Mus musculus	H5, TXT	no	no	no
GSE108561	Mus musculus	TXT, XLSX	no	no	no
GSE118019	Mus musculus	MAT, TSV	no	no	no
GSE119859	Homo sapiens; Mus musculus	BW	no	no	no
GSE116329	Mus musculus; synthetic RNA	CSV	no	no	no
GSE114279	Mus musculus	TXT	no	no	no
GSE114278	Mus musculus	TXT	no	no	no
GSE110265	Mus musculus	TXT, XLSX	no	no	no
GSE96648	Mus musculus	TXT	no	no	no
GSE117568	Mus musculus	MTX, TSV	no	no	no
GSE117567	Mus musculus	MTX, TSV	no	no	no
GSE117470	Mus musculus	TXT	no	no	no
GSE115571	Mus musculus	TXT	no	no	no
GSE117055	Mus musculus	TAB	no	no	no
GSE119630	Homo sapiens; Mus musculus; Rattus norvegicus	CSV	no	no	no
GSE119562	Homo sapiens; Mus musculus	CSV	no	no	no
GSE111839	Mus musculus	BW, MTX, NARROWPEAK, TAR, TSV, TXT	no	no	no
GSE102086	Mus musculus	MTX, TSV	no	no	no
GSE97213	Mus musculus	BEDGRAPH, TXT	no	no	no
GSE119428	Homo sapiens; Mus musculus	JSON, TSV, TXT	no	no	no
GSE118987	Mus musculus	TXT	no	no	no
GSE118555	Mus musculus	CSV	no	no	no
GSE111588	Mus musculus	MTX, TSV	no	no	no
GSE112671	Mus musculus	H5, MTX, TSV	no	no	no
GSE116271	Mus musculus	MTX, TSV, TXT	no	no	no
GSE116240	Mus musculus	MTX, TSV	no	no	no
GSE105267	Mus musculus	TXT	no	no	no
GSE117089	Homo sapiens; Mus musculus	CSV, TXT	no	no	no
GSE119097	Mus musculus	CSV	no	no	no
GSE117131	Homo sapiens; Mus musculus	TXT	no	no	no
GSE114713	Mus musculus	BB, BW	no	no	no
GSE109984	Mus musculus	TXT	no	no	no
GSE113973	Mus musculus	TAB	no	no	no
GSE90975	Mus musculus	TXT	no	no	no
GSE114748	Mus musculus	TXT	no	no	no
GSE112393	Mus musculus	TXT, XLSX	no	no	no
GSE118918	Mus musculus	TXT	no	no	no
GSE116470	Mus musculus	CSV, TXT	yes	no	yes
GSE111599	Mus musculus	TXT	no	no	no
GSE106708	Mus musculus	none	no	no	no
GSE106707	Mus musculus	TAB	no	no	no
GSE97478	Mus musculus	TXT	no	no	no
GSE118055	Mus musculus	TXT	no	no	no
GSE114220	Mus musculus	CSV	no	no	no
GSE114219	Mus musculus	CSV	no	no	no
GSE114218	Mus musculus	CSV	no	no	no
GSE116104	Mus musculus	FPKM_TRACKING	no	no	no
GSE110164	Mus musculus	none	no	no	no
GSE108711	Mus musculus	BED, FPKM_TRACKING, TXT	no	no	no
GSE108710	Mus musculus	FPKM_TRACKING	no	no	no
GSE114759	Mus musculus	TXT	yes	no	yes
GSE106236	Mus musculus	TXT	no	no	no
GSE103789	Mus musculus	TXT	no	no	no
GSE101099	Mus musculus	MTX, TSV	no	no	no
GSE72091	Mus musculus	TXT	no	no	no
GSE113164	Mus musculus	TXT	no	no	no
GSE118322	Mus musculus	CSV	no	no	no
GSE118300	Mus musculus	TXT, XLS	no	no	no
GSE102592	Homo sapiens; Mus musculus	MTX, TSV	no	no	no
GSE102591	Mus musculus	MTX, TSV	no	no	no
GSE84705	Mus musculus	TXT	no	no	no
GSE118180	Mus musculus	TXT	no	no	no
GSE118173	Mus musculus	TXT	no	no	no
GSE111113	Mus musculus	TXT	no	no	no
GSE114997	Mus musculus	CSV	no	no	no
GSE117997	Mus musculus	BED, TXT	no	no	no
GSE95194	Mus musculus	TAB	no	no	no
GSE114988	Mus musculus	CSV, TSV, TXT	no	no	no
GSE107644	Mus musculus	BEDGRAPH, TAB, TXT	no	no	no
GSE107493	Mus musculus	BIGWIG	no	no	no
GSE102580	Mus musculus; Homo sapiens	TSV	yes	no	yes
GSE117895	Mus musculus	FA, H5	no	no	no
GSE100474	Mus musculus	TXT	no	no	no
GSE103354	Mus musculus	MTX, RDS, TSV, TXT	no	yes	yes
GSE95143	Homo sapiens; Mus musculus	BED, BW	no	no	no
GSE95140	Mus musculus; Homo sapiens	TXT	no	no	no
GSE112880	Mus musculus	MTX, TSV	no	no	no
GSE103568	Homo sapiens; Mus musculus	TXT	no	no	no
GSE110116	Mus musculus	TXT, XLSX	no	no	no
GSE103970	Mus musculus	TXT	no	no	no
GSE103967	Mus musculus	TXT	yes	no	yes
GSE86225	Mus musculus	TXT	no	no	no
GSE95093	Mus musculus	CSV	no	no	no
GSE85477	Mus musculus	TXT	no	no	no
GSE117229	Mus musculus	TXT	no	no	no
GSE117216	Mus musculus	TXT	no	no	no
GSE115859	Mus musculus	CSV	no	no	no
GSE99258	Mus musculus	TSV	no	no	no
GSE117166	Mus musculus	XLSX	no	no	no
GSE117129	Mus musculus	TXT	no	no	no
GSE116140	Mus musculus	CSV	no	no	no
GSE115404	Mus musculus	CSV	no	no	no
GSE117079	Mus musculus	TXT	no	no	no
GSE117078	Mus musculus	TXT	no	no	no
GSE112008	Mus musculus	TXT, XLSX	no	no	no
GSE117011	Mus musculus	TXT	no	no	no
GSE116718	Mus musculus	TXT	no	no	no
GSE112982	Mus musculus	MTX, TSV	no	no	no
GSE114475	Mus musculus	TXT	no	no	no
GSE114474	Mus musculus	TXT	no	no	no
GSE100706	Mus musculus	TXT	no	no	no
GSE109671	Mus musculus	TXT	no	no	no
GSE104701	Mus musculus	XLSX	no	no	no
GSE116165	Mus musculus	COV, TXT	no	no	no
GSE114952	Mus musculus	BEDGRAPH, XLSX	no	no	no
GSE113770	Mus musculus	TXT	no	no	no
GSE115865	Mus musculus	XLS	no	no	no
GSE114314	Mus musculus	TXT	no	no	no
GSE114313	Mus musculus	TXT	no	no	no
GSE114312	Mus musculus	TXT	no	no	no
