id	org	files	has_meta	has_r	usable
GSE146681	Mus musculus	TXT	no	no	no
GSE146672	Mus musculus	TXT	no	no	no
GSE146244	Mus musculus	MTX, TSV	no	no	no
GSE134273	Mus musculus	CSV	no	no	no
GSE129218	Mus musculus	H5, MTX, TSV, TXT	no	no	no
GSE129105	Mus musculus	MTX, TSV	no	no	no
GSE120064	Mus musculus	CSV, TXT	no	no	no
GSE145107	Mus musculus	TAR	no	no	no
GSE146456	Mus musculus	CSV, MTX, TSV, TXT	no	no	no
GSE146395	Mus musculus	CSV	no	no	no
GSE143802	Mus musculus	MTX, TSV	no	no	no
GSE141457	Mus musculus	CSV, XLSX	no	no	no
GSE140946	Mus musculus	TXT	no	no	no
GSE146285	Mus musculus	TSV, TXT	no	no	no
GSE137478	Mus musculus	MTX, TSV	no	no	no
GSE143806	Mus musculus	H5	no	no	no
GSE138646	Homo sapiens; Mus musculus	BEDGRAPH, FPKM_TRACKING, WIG	no	no	no
GSE128198	Mus musculus	TXT	no	no	no
GSE146138	Mus musculus	MTX, RDATA, TSV	no	yes	yes
GSE146137	Mus musculus; Homo sapiens	TXT	no	no	no
GSE145886	Mus musculus	MTX, RDS, TSV	no	yes	yes
GSE143516	Mus musculus	BROADPEAK	no	no	no
GSE135394	Mus musculus; Homo sapiens	FPKM_TRACKING	no	no	no
GSE128743	Mus musculus	TXT	no	no	no
GSE146123	Homo sapiens; Mus musculus	TXT	no	no	no
GSE146099	Mus musculus	MTX, RDATA, TSV	no	yes	yes
GSE144528	Mus musculus	CSV, TAB, TXT	no	no	no
GSE146130	Mus musculus	CSV, MTX, TSV	no	no	no
GSE135167	Mus musculus	TXT	no	no	no
GSE146002	Mus musculus	CSV	no	no	no
GSE128944	Mus musculus	H5	no	no	no
GSE145934	Mus musculus	CSV, MTX, TSV, XLS	no	no	no
GSE142074	Mus musculus	MTX, TSV	no	no	no
GSE132438	Mus musculus	CSV	no	no	no
GSE143888	Mus musculus	MTX, TSV	no	no	no
GSE142213	Homo sapiens; Mus musculus	TAR	no	no	no
GSE120628	Mus musculus	TXT	no	no	no
GSE118814	Drosophila melanogaster; Mus musculus	CSV, MTX, TSV	no	no	no
GSE140795	Mus musculus	VLOUPE, XLS	no	no	no
GSE145556	Mus musculus	CSV	no	no	no
GSE128565	Mus musculus	H5, TAR	no	no	no
GSE124425	Mus musculus	CSV, TXT	no	no	no
GSE145443	Mus musculus	TSV	yes	no	yes
GSE140817	Mus musculus	none	no	no	no
GSE140816	Mus musculus	MTX, TSV	no	no	no
GSE135703	Mus musculus	TXT	yes	no	yes
GSE130850	Mus musculus	TXT	no	no	no
GSE143476	Mus musculus	CSV, MTX, TSV	yes	no	yes
GSE115033	Mus musculus	TSV	no	no	no
GSE144482	Mus musculus	CSV, TXT	no	no	no
GSE144481	Mus musculus	TXT	no	no	no
GSE128089	Mus musculus	BW, NARROWPEAK, TXT	no	no	no
GSE145298	Mus musculus	CSV, MTX, TSV	no	no	no
GSE145286	Mus musculus	MTX, TXT	no	no	no
GSE145283	Mus musculus	TXT	no	no	no
GSE145251	Mus musculus	MTX, TSV	no	no	no
GSE145248	Mus musculus	MTX, TSV	no	no	no
GSE145247	Mus musculus	MTX, TSV	no	no	no
GSE145172	Mus musculus	CSV, MTX, TSV	yes	no	yes
GSE138381	Mus musculus	TXT	no	no	no
GSE124822	Mus musculus; Homo sapiens	CSV, TXT	no	no	no
GSE130118	Mus musculus	TXT	no	no	no
GSE129774	Mus musculus	TXT	no	no	no
GSE129773	Mus musculus	TXT	no	no	no
GSE129763	Mus musculus	TXT	no	no	no
GSE129609	Mus musculus	TXT	no	no	no
GSE141853	Mus musculus	BEDPE, BW, TAB	no	no	no
GSE141852	Mus musculus	TAB	no	no	no
GSE134355	Mus musculus; Homo sapiens	TXT	no	no	no
GSE144980	Mus musculus	TXT	no	no	no
GSE140807	Mus musculus	TXT	no	no	no
GSE134479	Mus musculus	TXT	no	no	no
GSE133244	Mus musculus	BED, BW, MTX, TAB, TXT	yes	no	yes
GSE127556	Mus musculus	none	no	no	no
GSE127488	Mus musculus	TXT	no	no	no
GSE144720	Mus musculus	MTX, TSV	no	no	no
GSE144707	Mus musculus	TXT	no	no	no
GSE144705	Mus musculus	TXT	no	no	no
GSE131187	Mus musculus	BEDGRAPH, BIGWIG, TXT	no	no	no
GSE131186	Mus musculus	TXT	no	no	no
GSE124477	Mus musculus	TXT	no	no	no
GSE118768	Mus musculus	MTX, TSV	no	no	no
GSE138222	Mus musculus	MTX, TSV	no	no	no
GSE144473	Mus musculus	TAR	no	no	no
GSE144471	Mus musculus	TXT	no	no	no
GSE144444	Mus musculus	CSV	no	no	no
GSE141856	Mus musculus	TAR	no	no	no
GSE141594	Mus musculus	PDF	yes	no	yes
GSE132771	Homo sapiens; Mus musculus	MTX, TSV	no	no	no
GSE144411	Mus musculus	MTX, TSV	no	no	no
GSE144270	Mus musculus	MTX, TSV	no	no	no
GSE144299	Mus musculus	MTX, TSV	no	no	no
GSE141600	Mus musculus	none	no	no	no
GSE132229	Mus musculus	MTX, TSV	no	no	no
GSE116426	Mus musculus	MTX, TSV, TXT	no	no	no
GSE141928	Mus musculus	MTX, TSV	no	no	no
GSE130077	Mus musculus	MTX, TSV	no	no	no
GSE129937	Mus musculus	MTX, TSV	no	no	no
GSE125372	Mus musculus; Homo sapiens	TSV	no	no	no
GSE134463	Mus musculus	TXT	no	no	no
GSE130593	Mus musculus	MTX, TSV	no	no	no
GSE138228	Mus musculus	TAB	no	no	no
GSE138227	Mus musculus	TAB	no	no	no
GSE126574	Mus musculus	TXT	no	no	no
GSE136915	Mus musculus	MTX, TSV	no	no	no
GSE134465	Mus musculus	none	no	no	no
GSE143877	Mus musculus	CSV	no	no	no
GSE136455	Mus musculus	TSV, XLS	no	no	no
GSE130822	Mus musculus	BW, MTX, TSV, TXT	no	no	no
GSE130681	Mus musculus	CSV, MTX, TSV	no	no	no
GSE128671	Homo sapiens; Mus musculus	BW, MTX, TSV, TXT	no	no	no
GSE143636	Mus musculus	CSV	no	no	no
GSE115803	Mus musculus	MTX, TSV	no	no	no
GSE142267	Mus musculus	PKL, TSV	yes	no	yes
GSE140222	Mus musculus	CSV, TXT	no	no	no
GSE140628	Mus musculus	H5, MTX, RDATA, TSV	no	yes	yes
GSE143437	Mus musculus	TXT	yes	no	yes
GSE143435	Mus musculus	TXT	yes	no	yes
GSE141105	Mus musculus	TXT	no	no	no
GSE124875	Mus musculus	TXT	no	no	no
GSE143221	Mus musculus	PDF, TSV	no	no	no
GSE143148	Mus musculus; Homo sapiens	BED, CSV, TSV	no	no	no
GSE135769	Mus musculus	TXT	no	no	no
GSE126349	Mus musculus	TXT	no	no	no
GSE118410	Mus musculus	H5	no	no	no
GSE97160	Mus musculus	XLS	no	no	no
GSE141776	Mus musculus	CSV, MTX, TSV	no	no	no
GSE135147	Mus musculus	TXT	no	no	no
GSE132925	Mus musculus	TXT	no	no	no
GSE127847	Mus musculus	none	no	no	no
GSE143136	Homo sapiens; Mus musculus	TAB, TXT	no	no	no
GSE143135	Mus musculus	TXT	no	no	no
GSE142873	Mus musculus	TXT	no	no	no
GSE139336	Mus musculus	TXT	no	no	no
GSE138585	Mus musculus	CSV	no	no	no
GSE130879	Mus musculus	H5, MTX, TSV	no	no	no
GSE130875	Mus musculus	TSV	no	no	no
GSE130842	Mus musculus	XLSX	no	no	no
GSE130009	Mus musculus	TXT	yes	no	yes
GSE124325	Mus musculus	CLOUPE	no	no	no
GSE124324	Mus musculus	XLSX	no	no	no
GSE124323	Mus musculus	CLOUPE	no	no	no
GSE122209	Mus musculus	XLSX	no	no	no
GSE110208	Mus musculus	CSV	no	no	no
GSE141117	Mus musculus	CSV	no	no	no
GSE141111	Mus musculus	MTX, TSV	no	no	no
GSE140510	Mus musculus	MTX, TSV	no	no	no
GSE140399	Mus musculus	MTX, TSV	no	no	no
GSE134134	Mus musculus	CSV	no	no	no
GSE124901	Mus musculus	BED, MTX, TSV, TXT	no	no	no
GSE122378	Mus musculus	TXT	no	no	no
GSE138718	Mus musculus	MTX, TSV	no	no	no
GSE137167	Mus musculus	MTX, TSV	no	no	no
GSE142694	Mus musculus	TXT	no	no	no
GSE139827	Mus musculus	MTX, TSV	no	no	no
GSE129299	Mus musculus	MTX	no	no	no
GSE129298	Mus musculus	MTX, TSV	no	no	no
GSE129297	Mus musculus	MTX, TSV	no	no	no
GSE142581	Mus musculus	TXT	no	no	no
GSE138019	Mus musculus	XLSX	no	no	no
GSE142515	Mus musculus	MTX, TSV	no	no	no
GSE142451	Mus musculus	CSV, TXT	no	no	no
GSE142425	Mus musculus	MTX, TSV	no	no	no
GSE142423	Mus musculus	TXT	no	no	no
GSE142420	Mus musculus	TXT	no	no	no
GSE142418	Mus musculus	TXT	no	no	no
GSE130626	Mus musculus	CSV, TXT	no	no	no
GSE139186	Mus musculus	H5	no	no	no
GSE139013	Mus musculus	TXT	no	no	no
GSE138904	Mus musculus	H5	no	no	no
GSE138676	Mus musculus	XLSX	no	no	no
GSE131734	Mus musculus	MTX, TSV	no	no	no
GSE142212	Mus musculus	TXT	no	no	no
GSE142113	Mus musculus	MTX, TSV	no	no	no
GSE140894	Mus musculus	BIGWIG	no	no	no
GSE116514	Mus musculus	TXT	no	no	no
GSE141922	Mus musculus	H5	no	no	no
GSE123824	Mus musculus	MTX, TSV, TXT	no	no	no
GSE114000	Mus musculus	TSV, TXT, XLSX	yes	no	yes
GSE141814	Mus musculus	MTX, TSV	no	no	no
GSE141810	Mus musculus	TXT	no	no	no
GSE141809	Mus musculus	TXT	no	no	no
GSE141808	Mus musculus	XLSX	no	no	no
GSE134706	Macaca fascicularis; Mus musculus; Ovis aries; Rattus norvegicus; Danio rerio; Gallus gallus; Callithrix jacchus; Homo sapiens; Mesocricetus auratus	TXT	no	no	no
GSE134705	Homo sapiens; Mus musculus; Nannospalax galili; Danio rerio; Gallus gallus; Callithrix jacchus; Mesocricetus auratus; Macaca fascicularis; Ovis aries; Rattus norvegicus	TXT	yes	no	yes
GSE141728	Mus musculus	CSV	no	no	no
GSE135704	Mus musculus	CSV, MTX, TSV	no	no	no
GSE132394	Mus musculus	H5, MTX, TSV	no	no	no
GSE141469	Mus musculus; Homo sapiens; Canis lupus familiaris	TSV	yes	no	yes
GSE139035	Mus musculus	XLSX	no	no	no
GSE139034	Mus musculus	XLSX	no	no	no
GSE137793	Mus musculus	XLSX	no	no	no
GSE137792	Mus musculus	XLSX	no	no	no
GSE137791	Mus musculus	XLSX	no	no	no
GSE136196	Mus musculus	MTX, TSV	no	no	no
GSE133549	Canis lupus familiaris; Homo sapiens; Mus musculus	none	no	no	no
GSE133548	Homo sapiens; Canis lupus familiaris; Mus musculus	TSV	yes	no	yes
GSE133547	Mus musculus; Homo sapiens; Canis lupus familiaris	TSV	yes	no	yes
GSE133546	Homo sapiens; Canis lupus familiaris; Mus musculus	TSV	yes	no	yes
GSE133545	Mus musculus; Homo sapiens; Canis lupus familiaris	TSV	yes	no	yes
GSE133544	Homo sapiens; Mus musculus; Canis lupus familiaris	TSV	yes	no	yes
GSE133543	Homo sapiens; Mus musculus; Canis lupus familiaris	TSV	yes	no	yes
GSE133542	Homo sapiens; Mus musculus; Canis lupus familiaris	TSV	yes	no	yes
GSE133541	Homo sapiens; Canis lupus familiaris; Mus musculus	TSV	yes	no	yes
GSE133540	Homo sapiens; Mus musculus; Canis lupus familiaris	TSV	yes	no	yes
GSE133539	Homo sapiens; Canis lupus familiaris; Mus musculus	TSV	yes	no	yes
GSE133538	Mus musculus; Homo sapiens; Canis lupus familiaris	TSV	yes	no	yes
GSE133537	Mus musculus; Homo sapiens; Canis lupus familiaris	TSV	yes	no	yes
GSE133536	Canis lupus familiaris; Mus musculus; Homo sapiens	TSV	yes	no	yes
GSE133535	Canis lupus familiaris; Homo sapiens; Mus musculus	TSV	yes	no	yes
GSE125269	Mus musculus	CSV	no	no	no
GSE133992	Mus musculus	MTX, TSV	no	no	no
GSE133887	Mus musculus; Homo sapiens	TXT	no	no	no
GSE141472	Mus musculus	TXT	no	no	no
GSE139944	Homo sapiens; Mus musculus	MATRIX, RDS, TXT	no	yes	yes
GSE137082	Mus musculus	TXT	no	no	no
GSE134157	Mus musculus	TSV	no	no	no
GSE129139	Mus musculus	MTX, TSV	no	no	no
GSE123187	Homo sapiens; Mus musculus	TSV, TXT	no	no	no
GSE110038	Mus musculus	BED, MTX, TSV	no	no	no
GSE110037	Mus musculus	MTX, TSV	no	no	no
GSE133747	Sus scrofa; Mus musculus; Rattus norvegicus; Homo sapiens	MTX, TSV	no	no	no
GSE132507	Mus musculus	TXT	no	no	no
GSE140431	Mus musculus	TXT	yes	no	yes
GSE139231	Mus musculus	XLSX	no	no	no
GSE139229	Mus musculus	XLSX	no	no	no
GSE138230	Mus musculus	TAB, TXT	no	no	no
GSE129914	Mus musculus	TXT	yes	no	yes
GSE124691	Mus musculus	MTX, TSV	no	no	no
GSE141259	Mus musculus	CSV, MTX, TXT	no	no	no
GSE127943	Mus musculus	CSV	no	no	no
GSE121521	Mus musculus	MTX, TSV	no	no	no
GSE94087	Mus musculus	TXT	no	no	no
GSE135472	Mus musculus	TXT	no	no	no
GSE133773	Mus musculus	MTX, TSV	no	no	no
GSE104842	Mus musculus	DIFF, MTX, TSV, XLSX	no	no	no
GSE141157	Mus musculus	CSV	no	no	no
GSE134240	Mus musculus	MTX, TSV, TXT	no	no	no
GSE137863	Mus musculus	CSV	no	no	no
GSE137828	Mus musculus	CSV	no	no	no
GSE137400	Mus musculus	none	no	no	no
GSE137398	Mus musculus	CSV	no	no	no
GSE133382	Mus musculus	CSV	no	no	no
GSE128982	Mus musculus; Homo sapiens	TXT	no	no	no
GSE123035	Mus musculus	CSV	no	no	no
GSE141036	Mus musculus	MTX, TSV	no	no	no
GSE141002	Mus musculus	TXT	no	no	no
GSE133604	Mus musculus	MTX, TSV	no	no	no
GSE140896	Homo sapiens; Mus musculus	TXT	no	no	no
GSE132642	Mus musculus; Heterocephalus glaber	CSV	no	no	no
GSE130355	Mus musculus	TXT	no	no	no
GSE130146	Mus musculus	MTX, TSV	no	no	no
GSE39123	Mus musculus	BEDGRAPH, TXT	no	no	no
GSE140802	Mus musculus	MTX, TXT	no	no	no
GSE140774	Mus musculus	none	no	no	no
GSE140773	Mus musculus	TSV	no	no	no
GSE132273	Mus musculus	CSV, MTX, TSV	no	no	no
GSE122740	Mus musculus	CSV, TXT	no	no	no
GSE136028	Mus musculus	TXT	no	no	no
GSE133531	Mus musculus	MTX, TSV, TXT	yes	no	yes
GSE139412	Mus musculus	CSV, RDS	no	yes	yes
GSE135985	Mus musculus	TAR	no	no	no
GSE138651	Mus musculus	CSV, MTX, TSV	no	no	no
GSE140262	Mus musculus	CSV, MTX	yes	no	yes
GSE136206	Mus musculus	MTX, TSV	no	no	no
GSE125272	Mus musculus	MTX	no	no	no
GSE118931	Mus musculus	MTX, TSV	no	no	no
GSE139248	Mus musculus	CSV	no	no	no
GSE130504	Mus musculus	TXT	no	no	no
GSE135330	Mus musculus	TSV	no	no	no
GSE129798	Mus musculus	none	no	no	no
GSE139842	Mus musculus	CSV	yes	no	yes
GSE139658	Mus musculus	TXT	no	no	no
GSE137720	Mus musculus	CSV, MTX, TAB, TSV	no	no	no
GSE135414	Mus musculus	BW, MTX, TSV	no	no	no
GSE139600	Mus musculus	TXT	no	no	no
GSE138707	Mus musculus	MTX, TSV	no	no	no
GSE124799	Mus musculus	TXT	no	no	no
GSE131368	Mus musculus	MTX, TSV	no	no	no
GSE131339	Mus musculus	MTX, TSV	no	no	no
GSE130554	Mus musculus	MTX, TSV	no	no	no
GSE129192	Mus musculus	TXT	no	no	no
GSE126268	Mus musculus	TXT, XLSX	no	no	no
GSE139492	Mus musculus	TSV	no	no	no
GSE128814	Mus musculus	MTX, TSV, TXT	no	no	no
GSE114186	Homo sapiens; Mus musculus	CSV, TXT	no	no	no
GSE132214	Mus musculus	TXT, XLSX	no	no	no
GSE117149	Mus musculus	CSV, PDF, TXT	no	no	no
GSE137710	Homo sapiens; Mus musculus	TSV	yes	no	yes
GSE132573	Mus musculus	TSV	no	no	no
GSE132255	Mus musculus	CSV	no	no	no
GSE127470	Mus musculus	MTX, TSV	no	no	no
GSE127469	Mus musculus	MTX, TSV	no	no	no
GSE127260	Mus musculus	TXT	no	no	no
GSE122762	Mus musculus	MTX, TSV	no	no	no
GSE124728	Mus musculus	COV, TXT	no	no	no
GSE126060	Mus musculus	MTX, TSV	no	no	no
GSE121602	Mus musculus	CSV, FASTA	no	no	no
GSE117707	Mus musculus	TAR	no	no	no
GSE117706	Mus musculus	TSV	no	no	no
GSE139125	Mus musculus	TXT	no	no	no
GSE132867	Mus musculus	TXT	no	no	no
GSE117708	Mus musculus	TAR, TSV	no	no	no
GSE139088	Mus musculus	CSV	no	no	no
GSE139065	Mus musculus	BW, DATA, TXT, XLS, XLSX	no	no	no
GSE138975	Mus musculus	CLOUPE	no	no	no
GSE135701	Mus musculus	MTX, TSV	no	no	no
GSE133486	Mus musculus	MTX, TSV	yes	no	yes
GSE138902	Mus musculus	MTX, TSV	no	no	no
GSE137165	Mus musculus	CSV, MTX, TSV	yes	no	yes
GSE130812	Mus musculus	MTX, TSV, TXT	no	no	no
GSE124880	Mus musculus	MATRIX, MTX, TSV	no	no	no
GSE121940	Mus musculus	CSV	no	no	no
GSE121939	Mus musculus	CSV	no	no	no
GSE121937	Mus musculus	CSV	no	no	no
GSE112856	Mus musculus; Homo sapiens	NARROWPEAK	no	no	no
GSE112853	Mus musculus	TSV	no	no	no
GSE122930	Mus musculus	MTX, TSV, XLSX	no	no	no
GSE138629	Mus musculus	CSV	no	no	no
GSE138515	Mus musculus	TXT	yes	no	yes
GSE138027	Mus musculus	CSV	yes	no	yes
GSE116390	Mus musculus	TAR	no	no	no
GSE131285	Mus musculus	XLSX	no	no	no
GSE131272	Mus musculus	CSV	no	no	no
GSE136580	Mus musculus	TXT	no	no	no
GSE135801	Mus musculus	XLSX	no	no	no
GSE135814	Mus musculus	MTX, TSV	no	no	no
GSE135296	Mus musculus	BIGWIG, CSV, TXT	yes	no	yes
GSE132901	Mus musculus	H5	no	no	no
GSE119960	Mus musculus	TXT	no	no	no
GSE133725	Mus musculus	TSV	no	no	no
GSE133689	Mus musculus	TSV	no	no	no
GSE121708	Mus musculus	TSV	no	no	no
GSE121650	Mus musculus	TSV	no	no	no
GSE108359	Mus musculus	CSV	no	no	no
GSE129584	Mus musculus	CLOUPE, MTX, TSV	no	no	no
GSE129583	Mus musculus	XLSX	no	no	no
GSE137349	Homo sapiens; Mus musculus	CSV	no	no	no
GSE127803	Mus musculus	H5, MTX, TSV	no	no	no
GSE137927	Mus musculus	TXT	no	no	no
GSE120285	Mus musculus	TXT	no	no	no
GSE134997	Mus musculus	CSV	no	no	no
GSE132045	Mus musculus	TXT	no	no	no
GSE120395	Mus musculus	TXT	no	no	no
GSE109281	Homo sapiens; Mus musculus	CSV, TSV, TXT	no	no	no
GSE130979	Mus musculus	TXT	no	no	no
GSE127193	Mus musculus	CSV	no	no	no
GSE115908	Mus musculus	TXT	no	no	no
GSE137786	Homo sapiens; Mus musculus	TSV	no	no	no
GSE137749	Mus musculus	MTX, TSV	no	no	no
GSE132133	Mus musculus	TXT	no	no	no
GSE121600	Homo sapiens; Mus musculus; Sus scrofa	H5	no	no	no
GSE137572	Mus musculus	TSV	no	no	no
GSE136636	Mus musculus	MTX, TSV	no	no	no
GSE136723	Mus musculus	TSV	no	no	no
GSE129371	Mus musculus	MTX, TSV	no	no	no
GSE130919	Mus musculus	MTX, TSV	no	no	no
GSE113502	Mus musculus	H5, MTX, TSV	no	no	no
GSE136103	Mus musculus; Homo sapiens	MTX, TSV	no	no	no
GSE137007	Mus musculus	CSV, FA, TXT	no	no	no
GSE137076	Mus musculus	MTX, TSV	no	no	no
GSE137073	Mus musculus	XLSX	no	no	no
GSE131675	Mus musculus	BED, BW, CSV, MTX, TSV	no	no	no
GSE123805	Homo sapiens; Mus musculus	TXT	no	no	no
GSE110283	synthetic construct; Mus musculus	TSV	no	no	no
GSE133079	Mus musculus	CSV, TXT	no	no	no
GSE130682	Mus musculus	TIFF, TSV	no	no	no
GSE109247	Mus musculus	TXT	no	no	no
GSE136979	Mus musculus	MTX, TSV	no	no	no
GSE136973	Mus musculus	MTX, TSV	no	no	no
GSE136970	Mus musculus	MTX, TSV	no	no	no
GSE131508	Mus musculus	TXT	no	no	no
GSE136871	Mus musculus; synthetic construct; Homo sapiens	CSV	no	no	no
GSE134540	Mus musculus	CSV	no	no	no
GSE136720	Mus musculus	TAR	no	no	no
GSE133699	Mus musculus	MTX, TSV	no	no	no
GSE136088	Mus musculus	TXT	no	no	no
GSE131204	Mus musculus	HDF5, MTX, TSV, TXT	no	no	no
GSE130298	Mus musculus	TXT	no	no	no
GSE129726	Mus musculus	TXT	no	no	no
GSE128934	Mus musculus	TXT	no	no	no
GSE92622	Mus musculus	TXT	no	no	no
GSE132184	Mus musculus	TAR	no	no	no
GSE128963	Mus musculus	MTX, TSV, TXT	no	no	no
GSE126804	Homo sapiens; Mus musculus	TAB, TXT	no	no	no
GSE119313	Mus musculus	TXT	no	no	no
GSE79374	Mus musculus	TXT	no	no	no
GSE136628	Mus musculus	CSV	no	no	no
GSE136148	Homo sapiens; Mus musculus	MTX, TSV, XLSX	no	no	no
GSE120974	Mus musculus	FPKM_TRACKING, MTX, TSV, TXT, WIG	no	no	no
GSE120973	Mus musculus	FPKM_TRACKING	no	no	no
GSE120972	Mus musculus	TXT	no	no	no
GSE120966	Mus musculus	MTX, TSV	no	no	no
GSE124952	Mus musculus	CSV, MTX, TSV	yes	no	yes
GSE129845	Mus musculus; Homo sapiens	MTX, TSV	no	no	no
GSE136341	Mus musculus	CSV	no	no	no
GSE128691	Mus musculus	TXT	no	no	no
GSE133512	Mus musculus	MTX, TSV	no	no	no
GSE136225	Mus musculus	CSV	no	no	no
GSE126820	Mus musculus	none	no	no	no
GSE126819	Mus musculus	CSV	no	no	no
GSE122466	Mus musculus	CSV	no	no	no
GSE119045	Mus musculus	CSV	no	no	no
GSE136156	Mus musculus	TXT	no	no	no
GSE132960	Mus musculus	none	no	no	no
GSE132959	Mus musculus	TXT	no	no	no
GSE136126	Mus musculus	MTX, TSV, TXT	no	no	no
GSE136125	Mus musculus	MTX, TSV	no	no	no
GSE136121	Mus musculus	TXT	no	no	no
GSE133912	Mus musculus	CSV	yes	no	yes
GSE131800	Mus musculus	H5	no	no	no
GSE123838	Mus musculus	CSV	no	no	no
GSE121705	Mus musculus	XLSX	no	no	no
GSE121292	Mus musculus	XLSX	no	no	no
GSE134902	Mus musculus	CSV	no	no	no
GSE134523	Mus musculus	TXT	no	no	no
GSE132999	Mus musculus	TXT	no	no	no
GSE121364	Mus musculus	TXT	no	no	no
GSE135761	Mus musculus	TXT	no	no	no
GSE131927	Mus musculus	H5, MTX, TSV	no	no	no
GSE124847	Mus musculus	TSV	no	no	no
GSE112541	Mus musculus	CSV, H5	no	no	no
GSE135618	Mus musculus; Homo sapiens	CSV, MTX, TSV	no	no	no
GSE134098	Mus musculus	CSV, TSV	yes	no	yes
GSE129516	Mus musculus	CSV	no	no	no
GSE122467	Mus musculus	CSV, TSV, TXT	no	no	no
GSE122465	Mus musculus	CSV	no	no	no
GSE120963	Mus musculus	TXT	no	no	no
GSE134420	Mus musculus	TXT	no	no	no
GSE134286	Mus musculus	TXT	no	no	no
GSE121671	Mus musculus; Homo sapiens	BW, HIC, TXT	no	no	no
GSE120948	Mus musculus	none	no	no	no
GSE120946	Mus musculus	TXT	no	no	no
GSE134163	Mus musculus	TSV, XLS	no	no	no
GSE132798	Mus musculus	CSV, MTX, TSV	no	no	no
GSE131909	Mus musculus	MTX, TSV	no	no	no
GSE135289	Mus musculus	TXT	no	no	no
GSE135240	Mus musculus	MTX, TSV, TXT, XLSX	no	no	no
GSE135132	Mus musculus	TXT	no	no	no
GSE132658	Mus musculus	MTX, TSV	no	no	no
GSE132067	Mus musculus	TXT	no	no	no
GSE131569	Mus musculus	MTX, TSV	no	no	no
GSE119906	Mus musculus	BEDGRAPH, TXT	no	no	no
GSE99156	Mus musculus	TXT	no	no	no
GSE99155	Mus musculus	TXT	no	no	no
GSE131780	Homo sapiens; Mus musculus	BED	no	no	no
GSE131777	Mus musculus	TXT	no	no	no
GSE131776	Mus musculus	TXT	no	no	no
GSE125671	Mus musculus	BIGWIG, CLOUPE	no	no	no
GSE125670	Mus musculus	CLOUPE	no	no	no
GSE106872	Mus musculus; Homo sapiens	BEDGRAPH	no	no	no
GSE134904	Mus musculus	MTX, TSV	no	no	no
GSE134885	Mus musculus	XLS, XLSX	no	no	no
GSE134883	Mus musculus	XLS, XLSX	yes	no	yes
GSE132357	Mus musculus	CSV, TSV	no	no	no
GSE127249	Homo sapiens; Rattus norvegicus; Mus musculus	MTX, TSV, TXT	no	no	no
GSE127246	Mus musculus; Homo sapiens	TXT	no	no	no
GSE134732	Mus musculus	BW, MTX, TSV	no	no	no
GSE134731	Mus musculus	MTX, TSV	no	no	no
GSE134726	Mus musculus	TSV	no	no	no
GSE126480	Mus musculus	TXT	no	no	no
GSE112205	Mus musculus	TXT	no	no	no
GSE134327	Mus musculus	TXT	no	no	no
GSE134260	Mus musculus	CSV	no	no	no
GSE133413	Mus musculus	TXT	no	no	no
GSE120988	Mus musculus	BW	no	no	no
GSE132402	Mus musculus	RTF, TSV	no	no	no
GSE110869	Mus musculus	none	no	no	no
GSE110868	Mus musculus	TXT	no	no	no
GSE134181	Mus musculus	MTX, TSV, TXT	no	no	no
GSE134180	Mus musculus	TXT	no	no	no
GSE134179	Mus musculus	MTX, TSV, TXT	no	no	no
GSE134139	Mus musculus	MTX, TSV	no	no	no
GSE129515	Mus musculus	TSV	no	no	no
GSE115612	Mus musculus; Murid betaherpesvirus 1; Homo sapiens	H5, TSV, TXT	no	no	no
GSE130938	Mus musculus	CSV	no	no	no
GSE133015	Mus musculus	TXT	no	no	no
GSE133452	Mus musculus	CSV	no	no	no
GSE131328	Mus musculus	none	no	no	no
GSE131305	Mus musculus	TXT	no	no	no
GSE130515	Mus musculus	CSV	no	no	no
GSE133640	Mus musculus	CSV, RDATA	no	yes	yes
GSE129175	Mus musculus	CEL, H5, IDAT	no	no	no
GSE131535	Mus musculus	MTX, TSV	no	no	no
GSE129788	Mus musculus	TXT	yes	no	yes
GSE130461	Mus musculus	H5	no	no	no
GSE113293	Mus musculus	TXT	no	no	no
GSE132364	Mus musculus	PDF, R, RDATA, TXT	no	yes	yes
GSE133371	Mus musculus	TXT	no	no	no
GSE130453	Mus musculus	MTX, TSV	no	no	no
GSE128518	Homo sapiens; Mus musculus	MTX, TSV, TXT	yes	no	yes
GSE108129	Mus musculus	MTX, TSV	no	no	no
GSE113985	Mus musculus	BEDGRAPH, BIGWIG, TXT	no	no	no
GSE113983	Mus musculus	XLSX	no	no	no
GSE131996	Mus musculus	BW, MTX, TSV	no	no	no
GSE78924	Mus musculus	TXT	no	no	no
GSE123508	Mus musculus	MTX, TSV	no	no	no
GSE132770	Mus musculus	MTX, TSV	no	no	no
GSE121653	Mus musculus	TSV	no	no	no
GSE108963	Mus musculus	BW, TXT	no	no	no
GSE108879	Mus musculus	TXT	no	no	no
GSE133083	Mus musculus	CXB, TXT	no	no	no
GSE115631	Mus musculus	TXT	no	no	no
GSE115467	Mus musculus	TAB	no	no	no
GSE131935	Mus musculus	TAB	no	no	no
GSE132912	Mus musculus	none	no	no	no
GSE132608	Mus musculus	MTX, TSV	no	no	no
GSE129455	Mus musculus	CSV	no	no	no
GSE122336	Mus musculus	TXT	no	no	no
