id	usable	journal	cite	year	ifs
GSE120061	no	Cell Rep	12	2018	8.032
GSE120064	no	Circulation	13	2018	18.88
GSE120067	no	Cell	68	2018	31.398
GSE120108	no	Proc Natl Acad Sci U S A	27	2018	9.504
GSE120145	no	Stem Cell Reports	20	2018	6.537
GSE120155	no	Mol Syst Biol	0	2018	8.5
GSE120156	no	Mol Syst Biol	0	2018	8.5
GSE120190	no	Mol Psychiatry	3	2018	11.64
GSE120199	no	Neuron	7	2018	14.318
GSE120239	no	J Exp Med	27	2018	10.79
GSE120261	no	Sci Rep	11	2018	4.122
GSE120269	no	Mol Cell	43	2018	14.248
GSE120365	no	Nature	9	2018	41.577
GSE120372	no	Elife	10	2018	7.616
GSE120386	no	Nat Commun	6	2018	12.353
GSE120404	no	Nature	9	2018	41.577
GSE120406	no	Nature	9	2018	41.577
GSE120407	no	Nature	9	2018	41.577
GSE120408	no	Nature	9	2018	41.577
GSE120410	no	Endocrinology	34	2018	3.961
GSE120446	no	JCI Insight	30	2018	6.205
GSE120462	no	Nature	25	2018	41.577
GSE120467	no	Sci Rep	15	2018	4.122
GSE120503	no	Cell Rep	8	2018	8.032
GSE120508	no	Cell Res	128	2018	15.393
GSE120515	no	Nature	43	2018	41.577
GSE120522	no	Stem Cell Reports	28	2018	6.537
GSE120537	yes	Proc Natl Acad Sci U S A	29	2018	9.504
GSE120575	no	Cell	355	2018	31.398
GSE120628	no	Nat Cell Biol	15	2018	19.064
GSE120629	no	Nature	252	2018	41.577
GSE120654	no	Cell Stem Cell	20	2018	23.29
GSE120678	no	Cell Stem Cell	58	2018	23.29
GSE120744	no	Nature	252	2018	41.577
GSE120745	no	Nature	252	2018	41.577
GSE120839	yes	J Virol	31	2018	5.644
GSE120861	yes	Cell	119	2018	31.398
GSE120909	no	Sci Immunol	49	2018	NA
GSE120960	no	Transl Psychiatry	8	2018	4.691
GSE120974	no	Cancer Cell	17	2018	22.844
GSE120976	no	Development	28	2018	5.413
GSE121001	no	Cell Rep	17	2018	8.032
GSE121002	no	Immunity	23	2018	19.734
GSE121026	no	Nature	43	2018	41.577
GSE121034	no	J Exp Med	12	2018	10.79
GSE121039	yes	Science	27	2018	41.058
GSE121047	no	Elife	1	2018	7.616
GSE121081	no	Sci Rep	26	2018	4.122
GSE121083	no	Neuron	66	2018	14.318
GSE121107	no	Nat Commun	27	2018	12.353
GSE121265	no	Genome Res	7	2018	10.101
GSE121267	no	Nat Commun	25	2018	12.353
GSE121284	no	Nat Commun	25	2018	12.353
GSE121287	no	Nat Commun	25	2018	12.353
GSE121292	no	J Clin Invest	24	2018	13.251
GSE121320	no	Bone	2	2018	4.455
GSE121364	no	Nat Commun	41	2018	12.353
GSE121371	no	Cell Res	6	2018	15.393
GSE121380	no	Cell	34	2018	31.398
GSE121386	no	Nat Commun	25	2018	12.353
GSE121416	no	Cell	37	2018	31.398
GSE121429	no	Cell Stem Cell	23	2018	23.29
GSE121451	no	Nat Cell Biol	22	2018	19.064
GSE121457	yes	Nat Cell Biol	22	2018	19.064
GSE121469	no	Proc Natl Acad Sci U S A	12	2018	9.504
GSE121478	no	JCI Insight	5	2018	6.205
GSE121521	no	Nat Microbiol	8	2018	14.174
GSE121527	no	Dev Cell	25	2018	9.616
GSE121560	no	Cancer Discov	32	2018	24.373
GSE121568	no	Cell Rep	13	2018	8.032
GSE121579	no	Stem Cell Reports	5	2018	6.537
GSE121598	no	Nature	59	2018	41.577
GSE121611	no	Am J Respir Crit Care Med	272	2018	15.239
GSE121617	no	Science	64	2018	41.058
GSE121619	yes	Plant Cell	66	2018	8.228
GSE121638	yes	Commun Biol	0	2018	NA
GSE121653	no	Cell Rep	15	2018	8.032
GSE121654	no	Immunity	351	2018	19.734
GSE121655	no	Genome Biol	20	2018	13.214
GSE121671	no	Nat Commun	8	2018	12.353
GSE121705	no	J Clin Invest	24	2018	13.251
GSE121707	no	Cell Rep	24	2018	8.032
GSE121708	no	Nature	65	2018	41.577
GSE121717	no	Nat Commun	1	2018	12.353
GSE121720	no	Nat Commun	1	2018	12.353
GSE121737	no	Nat Commun	42	2018	12.353
GSE121750	no	Dev Cell	6	2018	9.616
GSE121807	no	Dev Biol	8	2018	3.262
GSE121861	no	Cell Rep	114	2018	8.032
GSE121891	yes	Cell Rep	32	2018	8.032
GSE121893	no	Nat Cell Biol	56	2018	19.064
GSE121904	no	PLoS Genet	28	2018	5.54
GSE121940	no	Nat Commun	4	2018	12.353
GSE121957	yes	PLoS Genet	5	2018	5.54
GSE122009	yes	Cell Stem Cell	1	2018	23.29
GSE122012	no	Development	8	2018	5.413
GSE122026	no	Dev Cell	30	2018	9.616
GSE122041	no	Biophys J	15	2018	3.495
GSE122057	no	Commun Biol	10	2018	NA
GSE122084	no	Nat Commun	18	2018	12.353
GSE122187	no	Nature	91	2018	41.577
GSE122208	no	PLoS One	1	2018	2.766
GSE122233	no	Proc Natl Acad Sci U S A	20	2018	9.504
GSE122332	no	Nat Commun	59	2018	12.353
GSE122336	no	Nat Commun	19	2018	12.353
GSE122342	no	Cell Stem Cell	83	2018	23.29
GSE122357	no	J Mol Cell Biol	8	2018	5.595
GSE122392	no	Nat Microbiol	18	2018	14.174
GSE122393	no	Nat Commun	2	2018	12.353
GSE122460	yes	Sci Adv	0	2018	11.511
GSE122529	no	Nat Commun	2	2018	12.353
GSE122662	no	Cell	100	2018	31.398
GSE122666	no	Cell Rep	21	2018	8.032
GSE122687	no	Cell Rep	68	2018	8.032
GSE122706	no	Nat Commun	5	2018	12.353
GSE122713	no	Nat Immunol	256	2018	21.809
GSE122730	no	JCI Insight	3	2018	6.205
GSE122740	no	Mucosal Immunol	2	2018	7.36
GSE122743	no	Nat Commun	25	2018	12.353
GSE122762	no	J Exp Med	13	2018	10.79
GSE122783	no	Stem Cell Reports	10	2018	6.537
GSE122792	no	Exp Hematol	5	2018	2.436
GSE122795	no	JCI Insight	2	2018	6.205
GSE122817	no	Cell	13	2018	31.398
GSE122827	no	Development	7	2018	5.413
GSE122843	no	Nat Commun	34	2018	12.353
GSE122846	no	Nat Immunol	50	2018	21.809
GSE122871	no	Cell Stem Cell	37	2018	23.29
GSE122873	no	Hum Mol Genet	20	2018	4.902
GSE122900	no	J Am Soc Nephrol	4	2018	9.274
GSE122930	no	Circulation	37	2018	18.88
GSE122960	no	Am J Respir Crit Care Med	272	2018	15.239
GSE122969	no	Immunity	143	2018	19.734
GSE122970	no	Dev Cell	15	2018	9.616
GSE123013	no	Plant Physiol	95	2018	5.949
GSE123028	no	Proc Natl Acad Sci U S A	28	2018	9.504
GSE123030	no	Neuron	196	2018	14.318
GSE123067	no	Nat Immunol	53	2018	21.809
GSE123070	no	Nat Commun	48	2018	12.353
GSE123078	no	Nature	187	2018	41.577
GSE123103	no	Development	17	2018	5.413
GSE123119	no	Endocrinology	8	2018	3.961
GSE123135	no	Nature	84	2018	41.577
GSE123139	no	Cell	207	2018	31.398
GSE123164	no	Plant J	4	2018	NA
GSE123179	no	PLoS One	3	2018	2.766
GSE123187	no	Nature	41	2018	41.577
GSE123241	no	Elife	39	2018	7.616
GSE123335	yes	Nat Commun	54	2018	12.353
GSE123359	no	Prostate	12	2018	3.347
GSE123366	no	Elife	6	2018	7.616
GSE123392	yes	Nat Protoc	45	2018	12.423
GSE123400	no	Cell Rep	21	2018	8.032
GSE123454	no	PLoS One	131	2018	2.766
GSE123476	no	Gynecol Oncol	42	2018	4.54
GSE123508	no	Cell	47	2018	31.398
GSE123516	no	Nature	95	2018	41.577
GSE123534	no	Immunity	13	2018	19.734
GSE123547	no	Nat Commun	5	2018	12.353
GSE123585	no	Nat Biotechnol	26	2018	35.724
GSE123586	no	Nat Biotechnol	26	2018	35.724
GSE123587	no	JCI Insight	54	2018	6.205
GSE123595	no	Proc Natl Acad Sci U S A	12	2018	9.504
GSE123778	no	Curr Biol	8	2018	5.72
GSE123782	no	Nat Commun	29	2018	12.353
GSE123812	no	Nat Med	233	2018	32.621
GSE123813	yes	Nat Med	233	2018	32.621
GSE123818	no	Dev Cell	85	2018	9.616
GSE123824	no	Cell Syst	3	2018	8.982
GSE123837	no	Nat Cell Biol	20	2018	19.064
GSE123838	no	Cell Discov	4	2018	4.462
GSE123844	no	Nature	74	2018	41.577
GSE123904	yes	Nat Med	57	2018	32.621
GSE123926	no	Nat Commun	28	2018	12.353
GSE123941	no	Elife	9	2018	7.616
GSE124031	no	Nat Med	59	2018	32.621
GSE124061	no	Cell	21	2018	31.398
GSE124162	no	PLoS Biol	13	2018	9.163
GSE124172	no	Nat Cell Biol	6	2018	19.064
GSE124174	no	Nat Neurosci	123	2018	19.912
GSE124258	no	Respir Res	8	2018	3.751
GSE124263	no	Cell Rep	71	2018	8.032
GSE124299	yes	Cell	130	2018	31.398
GSE124310	no	Nat Cancer	23	2018	NA
GSE124312	yes	Cell Rep	60	2018	8.032
GSE124323	yes	Dev Cell	23	2018	9.616
GSE124324	no	Dev Cell	23	2018	9.616
GSE124334	no	Front Microbiol	8	2018	4.019
GSE124335	no	Nature	252	2018	41.577
GSE124395	yes	Nature	194	2018	41.577
GSE124425	no	Nat Commun	11	2018	12.353
GSE124437	no	Leukemia	9	2018	10.023
GSE124454	no	Biochem Biophys Res Commun	10	2018	2.559
GSE124472	no	Dev Cell	12	2018	9.616
GSE124477	no	EMBO J	8	2018	10.557
GSE124488	no	Nat Commun	1	2018	12.353
GSE124494	no	Immunity	29	2018	19.734
GSE76483	no	Genome Biol	121	2016	13.214
GSE76579	no	J Physiol	48	2016	14.327
GSE76606	no	Nat Immunol	73	2016	21.809
GSE76871	yes	PLoS One	28	2016	2.766
GSE76879	no	Cell Stem Cell	19	2016	23.29
GSE76881	no	Nat Commun	27	2016	12.353
GSE77029	no	Nat Immunol	124	2016	21.809
GSE77067	no	Nat Commun	175	2016	12.353
GSE77107	no	Cell Rep	173	2016	8.032
GSE77288	no	Sci Rep	161	2016	4.122
GSE77308	no	Stem Cell Reports	18	2016	6.537
GSE77564	no	Protein Cell	15	2016	10.164
GSE77736	no	J Exp Med	33	2016	10.79
GSE77740	no	J Exp Med	33	2016	10.79
GSE77846	no	Cancer Discov	43	2016	24.373
GSE77847	no	Cancer Discov	43	2016	24.373
GSE77882	no	Nat Cell Biol	82	2016	19.064
GSE77944	no	Dev Cell	53	2016	9.616
GSE77980	no	Proc Natl Acad Sci U S A	89	2016	9.504
GSE78045	no	Cell Rep	31	2016	8.032
GSE78140	no	Cell Res	120	2016	15.393
GSE78510	no	Physiol Genomics	18	2016	2.782
GSE78521	no	Elife	32	2016	7.616
GSE78779	no	Genome Biol	450	2016	13.214
GSE78845	no	Nat Neurosci	51	2016	19.912
GSE78924	no	Cell Rep	21	2016	8.032
GSE78954	no	Sci Rep	8	2016	4.122
GSE78968	no	Nat Methods	71	2016	26.919
GSE79102	no	Nat Methods	584	2016	26.919
GSE79108	no	Nature	128	2016	41.577
GSE79136	no	Nucleic Acids Res	19	2016	11.561
GSE79137	no	Dev Cell	28	2016	9.616
GSE79161	no	Dev Cell	25	2016	9.616
GSE79280	no	Nat Commun	16	2016	12.353
GSE79283	no	Dev Cell	25	2016	9.616
GSE79363	no	Nat Microbiol	73	2016	14.174
GSE79380	no	Sci Rep	3	2016	4.122
GSE79435	no	Nat Commun	23	2016	12.353
GSE79457	no	Cell Metab	93	2016	20.565
GSE79510	no	J Neuroinflammation	63	2016	5.193
GSE79578	no	Nat Commun	75	2016	12.353
GSE79651	no	Genome Res	40	2016	10.101
GSE79812	no	Science	467	2016	41.058
GSE79818	no	Science	467	2016	41.058
GSE79866	no	Genome Biol	42	2016	13.214
GSE79920	yes	Nucleic Acids Res	19	2016	11.561
GSE80032	no	Dev Cell	38	2016	9.616
GSE80168	no	Nat Commun	20	2016	12.353
GSE80212	no	Genome Biol	15	2016	13.214
GSE80280	no	Nature	400	2016	41.577
GSE80297	no	Nat Methods	213	2016	26.919
GSE80551	no	BMC Genomics	14	2016	3.73
GSE80810	no	Nat Struct Mol Biol	64	2016	11.98
GSE81076	no	Cell Stem Cell	271	2016	23.29
GSE81197	no	PLoS Pathog	15	2016	6.158
GSE81233	no	Nat Genet	102	2016	27.125
GSE81252	no	Elife	101	2016	7.616
GSE81275	no	Cell Stem Cell	44	2016	23.29
GSE81335	no	Dev Cell	33	2016	9.616
GSE81383	no	Oncotarget	40	2016	NA
GSE81412	no	Mol Cell	125	2016	14.248
GSE81444	no	Cell Syst	11	2016	8.982
GSE81475	no	Cell Rep	163	2016	8.032
GSE81505	no	Blood	27	2016	15.132
GSE81547	no	Cell	194	2016	31.398
GSE81585	no	Nat Commun	55	2016	12.353
GSE81608	no	Cell Metab	234	2016	20.565
GSE81673	no	Cell Rep	59	2016	8.032
GSE81682	no	Blood	270	2016	15.132
GSE81730	no	Proc Natl Acad Sci U S A	2	2016	9.504
GSE81747	no	Mol Cell	125	2016	14.248
GSE81748	no	Mol Cell	125	2016	14.248
GSE81749	no	Mol Cell	125	2016	14.248
GSE81750	no	Mol Cell	125	2016	14.248
GSE81812	no	Int J Oncol	2	2016	3.333
GSE81848	yes	Mol Cell	125	2016	14.248
GSE81861	no	Nat Genet	361	2016	27.125
GSE81905	yes	Cell	587	2016	31.398
GSE82070	no	J Cell Sci	7	2016	4.401
GSE82174	no	Cell Rep	28	2016	8.032
GSE82187	no	Cell Rep	188	2016	8.032
GSE83139	no	Diabetes	174	2016	7.273
GSE83142	no	Cancer Cell	100	2016	22.844
GSE83146	no	Endocrinology	16	2016	3.961
GSE83372	no	Plant Physiol	18	2016	5.949
GSE83450	no	PLoS Comput Biol	7	2016	3.955
GSE83533	no	Nat Med	161	2016	32.621
GSE83948	no	Cell Stem Cell	34	2016	23.29
GSE84133	no	Cell Syst	428	2016	8.982
GSE84324	no	Development	10	2016	5.413
GSE84465	no	Cell Rep	235	2016	8.032
GSE84498	no	Nature	346	2016	41.577
GSE84686	no	J Immunol	15	2016	4.539
GSE84705	no	Cell Rep	6	2016	8.032
GSE84714	no	Cell	165	2016	31.398
GSE84789	no	JCI Insight	63	2016	6.205
GSE85066	no	Cell	184	2016	31.398
GSE85111	no	Nature	227	2016	41.577
GSE85152	no	Cell	254	2016	31.398
GSE85154	no	Cell	254	2016	31.398
GSE85183	no	Nucleic Acids Res	16	2016	11.561
GSE85234	no	Nat Commun	15	2016	12.353
GSE85241	no	Cell Syst	399	2016	8.982
GSE85534	no	Genome Biol	79	2016	13.214
GSE85575	no	Sci Rep	60	2016	4.122
GSE85627	no	Nat Genet	227	2016	27.125
GSE85721	no	Science	261	2016	41.058
GSE85755	no	Nat Methods	315	2016	26.919
GSE85783	no	Sci Rep	19	2016	4.122
GSE85875	no	Nature	90	2016	41.577
GSE85908	yes	Mol Cell	85	2016	14.248
GSE85917	no	Nat Methods	153	2016	26.919
GSE85951	no	Cell	166	2016	31.398
GSE85954	no	Cell	166	2016	31.398
GSE86023	no	Neural Dev	11	2016	2.13
GSE86028	no	Cell	166	2016	31.398
GSE86030	no	Cell	166	2016	31.398
GSE86031	no	Cell	166	2016	31.398
GSE86039	no	Cell	166	2016	31.398
GSE86101	no	Mol Biol Cell	26	2016	3.512
GSE86102	no	Mol Biol Cell	26	2016	3.512
GSE86103	no	Mol Biol Cell	26	2016	3.512
GSE86104	no	Mol Biol Cell	26	2016	3.512
GSE86146	no	Cell Stem Cell	136	2016	23.29
GSE86153	no	Nature	438	2016	41.577
GSE86207	yes	Elife	101	2016	7.616
GSE86225	no	EMBO Rep	9	2016	8.749
GSE86310	no	Cell	321	2016	31.398
GSE86473	no	Genome Res	173	2016	10.101
GSE86479	no	Cell Metab	59	2016	20.565
GSE86618	no	JCI Insight	195	2016	6.205
GSE86894	no	Cell Stem Cell	68	2016	23.29
GSE86929	no	Cell	44	2016	31.398
GSE86997	no	Cell Rep	23	2016	8.032
GSE87038	no	Genome Biol	64	2016	13.214
GSE87069	no	Cell Stem Cell	67	2016	23.29
GSE87195	no	Cell Stem Cell	117	2016	23.29
GSE87237	no	Cell Stem Cell	105	2016	23.29
GSE87293	no	Elife	13	2016	7.616
GSE87375	no	Cell Metab	48	2016	20.565
GSE87544	yes	Cell Rep	203	2016	8.032
GSE87631	no	Cell Rep	37	2016	8.032
GSE87641	no	Mol Syst Biol	111	2016	8.5
GSE87692	no	Genome Res	112	2016	10.101
GSE87720	no	Genome Res	112	2016	10.101
GSE87725	no	Genome Res	112	2016	10.101
GSE87795	no	BMC Genomics	31	2016	3.73
GSE87849	no	BMC Genomics	15	2016	3.73
GSE88814	no	Kidney Int	32	2016	8.429
GSE88850	no	BMC Genomics	23	2016	3.73
GSE88926	no	Mol Syst Biol	21	2016	8.5
GSE88927	no	Mol Syst Biol	21	2016	8.5
GSE88953	no	BMC Genomics	6	2016	3.73
GSE89164	no	BMC Biol	113	2016	5.77
GSE89232	no	J Exp Med	73	2016	10.79
GSE89263	no	Kidney Int	32	2016	8.429
GSE89285	no	PLoS Comput Biol	15	2016	3.955
GSE89322	no	BMC Mol Cell Biol	8	2016	NA
GSE89405	no	Nat Immunol	85	2016	21.809
GSE89477	no	Cancer Discov	176	2016	24.373
GSE89497	no	Cell Res	66	2016	15.393
GSE89503	no	Stem Cell Reports	10	2016	6.537
GSE89549	no	Cell Stem Cell	94	2016	23.29
GSE89567	no	Science	328	2016	41.058
GSE89754	no	Nature	150	2016	41.577
GSE89885	no	Proc Natl Acad Sci U S A	11	2016	9.504
GSE89900	no	Nat Commun	28	2016	12.353
GSE89910	no	Dev Biol	4	2016	3.262
GSE90014	no	Cell Rep	8	2016	8.032
GSE90047	no	Hepatology	57	2016	14.079
GSE90063	no	Cell	509	2016	31.398
GSE90140	no	Nature	69	2016	41.577
GSE90488	no	Cell	333	2016	31.398
GSE90546	no	Cell	410	2016	31.398
GSE90553	no	Cell Stem Cell	22	2016	23.29
GSE90683	no	Nat Genet	123	2016	27.125
GSE90697	no	Cell	40	2016	31.398
GSE90734	no	Cell Stem Cell	36	2016	23.29
GSE90742	no	Nature	193	2016	41.577
GSE90797	no	Nature	69	2016	41.577
GSE90806	no	Nat Neurosci	298	2016	19.912
GSE90813	no	Nat Methods	67	2016	26.919
GSE90822	no	Front Cell Neurosci	6	2016	4.3
GSE90824	no	Cancer Discov	23	2016	24.373
GSE90847	no	Cell	112	2016	31.398
GSE90848	yes	Cell	112	2016	31.398
GSE90856	no	Cell Stem Cell	74	2016	23.29
GSE90860	no	Nat Commun	28	2016	12.353
GSE90975	no	Acta Neuropathol Commun	35	2016	5.414
GSE91063	no	Mol Hum Reprod	8	2016	3.449
GSE91395	no	PLoS One	54	2016	2.766
GSE92247	no	Cell Rep	47	2016	8.032
GSE92274	no	Cell Discov	9	2016	4.462
GSE92276	no	Cell Stem Cell	93	2016	23.29
GSE92332	no	Nature	494	2016	41.577
GSE92495	no	Nat Methods	324	2016	26.919
GSE92541	no	J Exp Med	25	2016	10.79
GSE92542	no	J Exp Med	25	2016	10.79
GSE92575	yes	Nat Cell Biol	104	2016	19.064
GSE92622	no	Cell Rep	33	2016	8.032
GSE92650	no	Kidney Int	25	2016	8.429
GSE92699	no	Cell	188	2016	31.398
GSE92707	no	Mol Metab	60	2016	6.291
GSE92842	no	Cell Stem Cell	28	2016	23.29
GSE92865	no	Nature	169	2016	41.577
GSE92872	no	Nat Methods	327	2016	26.919
GSE93156	no	PLoS One	24	2017	2.766
GSE93374	yes	Nat Neurosci	298	2017	19.912
GSE93421	no	Nat Commun	1597	2017	12.353
GSE93524	no	Dev Cell	63	2017	9.616
GSE93530	no	J Am Coll Cardiol	98	2017	16.834
GSE93593	no	Neuron	26	2017	14.318
GSE93722	no	Elife	117	2017	7.616
GSE93801	no	Neuron	26	2017	14.318
GSE93811	no	Nature	435	2017	41.577
GSE94054	yes	Neuron	32	2017	14.318
GSE94333	no	Development	113	2017	5.413
GSE94383	no	Cell Syst	78	2017	8.982
GSE94555	no	JCI Insight	195	2017	6.205
GSE94579	no	Sci Rep	28	2017	4.122
GSE94641	no	Sci Rep	28	2017	4.122
GSE94820	no	Science	885	2017	41.058
GSE94883	no	Nat Biotechnol	120	2017	35.724
GSE94920	no	Sci Transl Med	202	2017	16.71
GSE94957	no	Nature	134	2017	41.577
GSE95021	no	Genes Dev	31	2017	9.527
GSE95025	no	Science	188	2017	41.058
GSE95093	no	Dev Cell	70	2017	9.616
GSE95133	yes	Neuron	77	2017	14.318
GSE95140	no	Nat Commun	50	2017	12.353
GSE95155	no	Nat Commun	11	2017	12.353
GSE95194	no	Dev Cell	70	2017	9.616
GSE95435	no	Cell	121	2017	31.398
GSE95446	no	Cell	121	2017	31.398
GSE95450	no	Cell	121	2017	31.398
GSE95542	no	Stem Cell Res	18	2017	1.829
GSE95601	yes	Cell Stem Cell	78	2017	23.29
GSE95701	yes	Immunity	117	2017	19.734
GSE95723	no	Cell	99	2017	31.398
GSE95736	no	Stem Cell Reports	12	2017	6.537
GSE96045	no	Nature	435	2017	41.577
GSE96066	no	Wellcome Open Res	15	2017	NA
GSE96104	no	Cell Stem Cell	75	2017	23.29
GSE96105	no	Cell Stem Cell	75	2017	23.29
GSE96106	no	J Clin Invest	70	2017	13.251
GSE96569	no	J Immunol	24	2017	4.539
GSE96583	no	Nat Biotechnol	266	2017	35.724
GSE96638	no	Dev Cell	20	2017	9.616
GSE96674	no	Proc Natl Acad Sci U S A	9	2017	9.504
GSE96675	no	Proc Natl Acad Sci U S A	9	2017	9.504
GSE96772	no	Cell	210	2017	31.398
GSE96819	no	Cell Rep	19	2017	8.032
GSE96827	no	Mol Cell	125	2017	14.248
GSE96981	no	Nature	230	2017	41.577
GSE96986	no	Elife	15	2017	7.616
GSE96993	no	Nucleic Acids Res	45	2017	11.561
GSE97037	no	Cancer Cell	22	2017	22.844
GSE97080	no	Cell Rep	20	2017	8.032
GSE97160	no	Proc Natl Acad Sci U S A	7	2017	9.504
GSE97168	yes	Cell	416	2017	31.398
GSE97213	no	Dev Cell	24	2017	9.616
GSE97310	no	Circ Res	174	2017	15.211
GSE97390	no	Elife	33	2017	7.616
GSE97519	no	Cell Rep	55	2017	8.032
GSE97564	no	Proc Natl Acad Sci U S A	31	2017	9.504
GSE97655	no	Sci Rep	6	2017	4.122
GSE97679	no	Nature	435	2017	41.577
GSE97681	no	Nature	435	2017	41.577
GSE97693	no	Science	64	2017	41.058
GSE97726	no	Nat Commun	65	2017	12.353
GSE97848	no	J Allergy Clin Immunol	3	2017	13.258
GSE97849	no	J Allergy Clin Immunol	3	2017	13.258
GSE97881	no	Cell Stem Cell	202	2017	23.29
GSE97941	no	J Clin Invest	126	2017	13.251
GSE97942	no	Nat Biotechnol	310	2017	35.724
GSE97955	no	Nat Commun	38	2017	12.353
GSE98011	no	Science	231	2017	41.058
GSE98048	no	Cancer Discov	62	2017	24.373
GSE98052	no	Science	231	2017	41.058
GSE98131	no	Nat Commun	75	2017	12.353
GSE98145	no	Nat Plants	45	2017	11.471
GSE98201	no	Cell Stem Cell	202	2017	23.29
GSE98415	no	Cell Rep	18	2017	8.032
GSE98440	no	Mol Cell	51	2017	14.248
GSE98451	no	Stem Cell Reports	20	2017	6.537
GSE98556	no	Stem Cells	27	2017	5.587
GSE98561	yes	Science	512	2017	41.058
GSE98567	no	Nature	83	2017	41.577
GSE98569	no	Nature	83	2017	41.577
GSE98587	no	Bone	21	2017	4.455
GSE98638	no	Cell	554	2017	31.398
GSE98644	no	BMC Biol	8	2017	5.77
GSE98664	no	Nat Commun	71	2017	12.353
GSE98679	yes	Nat Commun	20	2017	12.353
GSE98734	yes	Sci Rep	31	2017	4.122
GSE98794	no	Cell	238	2017	31.398
GSE98816	no	Nature	444	2017	41.577
GSE98852	no	J Allergy Clin Immunol	38	2017	13.258
GSE98971	no	Cell	1144	2017	31.398
GSE99058	no	Nature	444	2017	41.577
GSE99095	no	Blood	28	2017	15.132
GSE99187	no	Nature	70	2017	41.577
GSE99210	no	Sci Rep	16	2017	4.122
GSE99211	no	Development	5	2017	5.413
GSE99235	no	Nature	444	2017	41.577
GSE99251	yes	Cell Stem Cell	25	2017	23.29
GSE99254	no	Nat Med	264	2017	32.621
GSE99255	no	Sci Transl Med	63	2017	16.71
GSE99258	no	Mol Cell Biol	11	2017	3.813
GSE99305	no	Mol Oncol	15	2017	5.264
GSE99330	no	Cell Syst	59	2017	8.982
GSE99457	no	Cell Stem Cell	166	2017	23.29
GSE99701	no	Proc Natl Acad Sci U S A	98	2017	9.504
GSE99714	no	Cell	188	2017	31.398
GSE99735	no	Nat Immunol	27	2017	21.809
GSE99765	yes	Hippocampus	3	2017	3.966
GSE99778	no	JCI Insight	7	2017	6.205
GSE99786	no	Nature	135	2017	41.577
GSE99795	no	Cancer Res	34	2017	9.13
GSE99822	no	Gigascience	96	2017	7.267
GSE99866	no	Genome Biol	36	2017	13.214
GSE99888	no	PLoS Biol	103	2017	9.163
GSE99909	no	Nucleic Acids Res	23	2017	11.561
GSE99915	no	Nature	79	2017	41.577
GSE99951	no	Neuron	192	2017	14.318
GSE99989	no	Genome Biol	9	2017	13.214
