id	year	usable	usable2
GSE145031	2020	no	no
GSE145036	2020	no	no
GSE145080	2020	no	no
GSE145086	2020	no	no
GSE145095	2020	yes	meta
GSE145107	2020	no	no
GSE145121	2020	no	no
GSE145122	2020	no	no
GSE145137	2020	yes	meta
GSE145139	2020	no	no
GSE145163	2020	no	no
GSE145170	2020	no	no
GSE145172	2020	yes	meta
GSE145197	2020	no	no
GSE145228	2020	no	no
GSE145229	2020	no	no
GSE145230	2020	no	no
GSE145236	2020	no	no
GSE145241	2020	yes	object
GSE145242	2020	no	no
GSE145243	2020	no	no
GSE145247	2020	no	no
GSE145251	2020	no	no
GSE145266	2020	no	no
GSE145267	2020	no	no
GSE145273	2020	no	no
GSE145279	2020	no	no
GSE145281	2020	no	no
GSE145283	2020	no	no
GSE145286	2020	no	no
GSE145298	2020	no	no
GSE145299	2020	no	no
GSE145306	2020	no	no
GSE145307	2020	no	no
GSE145326	2020	no	no
GSE145328	2020	yes	meta
GSE145347	2020	no	no
GSE145360	2020	yes	meta
GSE145363	2020	no	no
GSE145370	2020	yes	meta
GSE145410	2020	no	no
GSE145434	2020	no	no
GSE145435	2020	no	no
GSE145443	2020	yes	meta
GSE145477	2020	no	no
GSE145502	2020	no	no
GSE145518	2020	no	no
GSE145539	2020	no	no
GSE145556	2020	no	no
GSE145609	2020	yes	object
GSE145619	2020	no	no
GSE145633	2020	no	no
GSE145638	2020	no	no
GSE145690	2020	no	no
GSE145700	2020	no	no
GSE145708	2020	no	no
GSE145727	2020	no	no
GSE145765	2020	yes	object
GSE145800	2020	yes	object
GSE145801	2020	no	no
GSE145809	2020	no	no
GSE145815	2020	yes	meta
GSE145830	2020	no	no
GSE145832	2020	yes	meta
GSE145866	2020	no	no
GSE145886	2020	yes	object
GSE145894	2020	no	meta
GSE145896	2020	no	no
GSE145922	2020	yes	meta
GSE145926	2020	yes	meta
GSE145927	2020	yes	meta
GSE145928	2020	no	no
GSE145929	2020	no	no
GSE145934	2020	no	no
GSE145973	2020	no	no
GSE145998	2020	no	no
GSE146002	2020	no	no
GSE146007	2020	no	no
GSE146020	2020	no	no
GSE146026	2020	no	no
GSE146035	2020	no	no
GSE146040	2020	yes	object
GSE146043	2020	no	no
GSE146099	2020	yes	object
GSE146113	2020	no	no
GSE146115	2020	no	no
GSE146118	2020	no	no
GSE146122	2020	yes	meta
GSE146123	2020	no	no
GSE146137	2020	no	no
GSE146138	2020	yes	object
GSE146165	2020	no	no
GSE146172	2020	yes	meta
GSE146186	2020	no	no
GSE146187	2020	no	no
GSE146194	2020	no	no
GSE146216	2020	no	no
GSE146221	2020	no	no
GSE146233	2020	no	no
GSE146238	2020	no	no
GSE146244	2020	no	no
GSE146264	2020	no	no
GSE146285	2020	no	no
GSE146292	2020	no	no
GSE146310	2020	no	no
GSE146311	2020	no	no
GSE146312	2020	no	no
GSE146313	2020	no	no
GSE146314	2020	no	no
GSE146315	2020	no	no
GSE146373	2020	no	no
GSE146395	2020	no	no
GSE146409	2020	no	no
GSE146437	2020	no	no
GSE146456	2020	no	no
GSE146510	2020	no	no
GSE146596	2020	yes	meta
GSE146609	2020	no	no
GSE146613	2020	yes	meta
GSE146619	2020	no	no
GSE146626	2020	no	no
GSE146637	2020	yes	object
GSE146639	2020	no	no
GSE146672	2020	no	no
GSE146681	2020	no	no
GSE146682	2020	no	no
GSE146684	2020	yes	meta
GSE146692	2020	no	no
GSE146712	2020	no	no
GSE146731	2020	no	no
GSE146737	2020	yes	object
GSE146740	2020	yes	object
GSE146741	2020	no	no
GSE146755	2020	no	no
GSE146759	2020	yes	meta
GSE146763	2020	no	no
GSE146771	2020	yes	meta
GSE146773	2020	no	no
GSE146783	2020	no	no
GSE146799	2020	no	no
GSE146811	2020	no	no
GSE146837	2020	yes	meta
GSE146855	2020	no	no
GSE146861	2020	no	no
GSE146912	2020	no	no
GSE146923	2020	no	no
GSE146926	2020	no	no
GSE146972	2020	no	no
GSE146974	2020	no	no
GSE146981	2020	no	no
GSE146983	2020	no	no
GSE146988	2020	no	no
GSE146990	2020	no	no
GSE147021	2020	no	no
GSE147031	2020	no	no
GSE147047	2020	no	no
GSE147066	2020	yes	meta
GSE147075	2020	no	no
GSE147080	2020	no	no
GSE147081	2020	no	no
GSE147092	2020	yes	meta
GSE147100	2020	no	no
GSE147108	2020	no	no
GSE147110	2020	no	no
GSE147117	2020	no	no
GSE147127	2020	no	no
GSE147135	2020	no	no
GSE147143	2020	yes	object
GSE147150	2020	no	no
GSE147174	2020	no	no
GSE147182	2020	yes	meta
GSE147191	2020	yes	meta
GSE147203	2020	yes	meta
GSE147206	2020	no	no
GSE147259	2020	yes	meta
GSE147263	2020	no	no
GSE147285	2020	no	no
GSE147287	2020	no	no
GSE147295	2020	no	no
GSE147298	2020	no	no
GSE147322	2020	no	no
GSE147326	2020	no	no
GSE147327	2020	no	no
GSE147349	2020	no	no
GSE147355	2020	no	no
GSE147356	2020	no	no
GSE147358	2020	no	no
GSE147360	2020	no	no
GSE147386	2020	no	no
GSE147394	2020	no	no
GSE147395	2020	no	no
GSE147397	2020	no	no
GSE147405	2020	yes	meta
GSE147415	2020	no	no
GSE147424	2020	no	no
GSE147457	2020	no	no
GSE147487	2020	yes	meta
GSE147495	2020	no	no
GSE147520	2020	no	no
GSE147525	2020	no	no
GSE147559	2020	no	no
GSE147564	2020	no	no
GSE147573	2020	no	no
GSE147581	2020	no	no
GSE147621	2020	no	no
GSE147668	2020	yes	meta
GSE147688	2020	no	no
GSE147693	2020	yes	meta
GSE147694	2020	no	no
GSE147722	2020	no	no
GSE147729	2020	no	no
GSE147744	2020	no	no
GSE147794	2020	yes	meta
GSE147795	2020	no	no
GSE147807	2020	yes	meta
GSE147821	2020	no	no
GSE147822	2020	no	no
GSE147863	2020	no	no
GSE147883	2020	yes	meta
GSE147893	2020	no	no
GSE147903	2020	no	no
GSE147913	2020	no	no
GSE147928	2020	yes	object
GSE147944	2020	no	no
GSE147975	2020	no	no
GSE147987	2020	no	no
GSE147989	2020	no	no
GSE148020	2020	no	no
GSE148040	2020	no	no
GSE148063	2020	no	no
GSE148071	2020	no	no
GSE148077	2020	no	no
GSE148115	2020	no	no
GSE148127	2020	yes	meta
GSE148162	2020	no	no
GSE148189	2020	no	no
GSE148190	2020	yes	meta
GSE148192	2020	yes	meta
GSE148209	2020	yes	meta
GSE148212	2020	no	no
GSE148215	2020	no	no
GSE148218	2020	yes	meta
GSE148237	2020	no	no
GSE148283	2020	no	no
GSE148316	2020	yes	meta
GSE148339	2020	yes	object
GSE148345	2020	no	no
GSE148360	2020	no	no
GSE148366	2020	no	no
GSE148367	2020	no	no
GSE148371	2020	no	no
GSE148373	2020	no	no
GSE148374	2020	no	no
GSE148405	2020	no	no
GSE148416	2020	no	no
GSE148465	2020	no	no
GSE148477	2020	no	no
GSE148480	2020	yes	meta
GSE148499	2020	no	no
GSE148505	2020	no	no
GSE148507	2020	yes	meta
GSE148519	2020	no	no
GSE148591	2020	no	no
GSE148633	2020	no	no
GSE148660	2020	no	no
GSE148665	2020	no	no
GSE148666	2020	no	no
GSE148673	2020	yes	meta
GSE148729	2020	yes	meta
GSE148791	2020	yes	object
GSE148796	2020	no	no
GSE148805	2020	no	no
GSE148820	2020	no	no
GSE148822	2020	no	no
GSE148826	2020	no	no
GSE148829	2020	no	no
GSE148837	2020	yes	meta
GSE148842	2020	no	no
GSE148856	2020	no	no
GSE148859	2020	yes	object
GSE148866	2020	yes	meta
GSE148882	2020	no	no
GSE148902	2020	no	no
GSE148942	2020	no	no
GSE148946	2020	yes	meta
GSE148963	2020	no	no
GSE148981	2020	no	no
GSE148996	2020	no	no
GSE149030	2020	no	no
GSE149036	2020	no	no
GSE149040	2020	no	no
GSE149067	2020	no	no
GSE149068	2020	no	no
GSE149069	2020	no	no
GSE149099	2020	no	no
GSE149100	2020	no	no
GSE149121	2020	no	no
GSE149133	2020	no	no
GSE149134	2020	no	no
GSE149136	2020	no	no
GSE149175	2020	no	no
GSE149178	2020	no	no
GSE149179	2020	no	no
GSE149201	2020	no	no
GSE149207	2020	no	no
GSE149209	2020	no	no
GSE149221	2020	yes	object
GSE149224	2020	yes	meta
GSE149247	2020	no	no
GSE149271	2020	no	no
GSE149280	2020	no	no
GSE149298	2020	yes	meta
GSE149313	2020	no	no
GSE149335	2020	no	no
GSE149356	2020	yes	object
GSE149368	2020	yes	meta
GSE149372	2020	yes	meta
GSE149383	2020	no	no
GSE149443	2020	yes	meta
GSE149451	2020	no	no
GSE149452	2020	no	no
GSE149457	2020	no	no
GSE149512	2020	no	no
GSE149524	2020	yes	object
GSE149527	2020	no	no
GSE149535	2020	no	no
GSE149544	2020	yes	meta
GSE149564	2020	no	no
GSE149569	2020	no	no
GSE149583	2020	yes	meta
GSE149590	2020	yes	meta
GSE149613	2020	no	no
GSE149614	2020	no	no
GSE149617	2020	no	no
GSE149622	2020	yes	meta
GSE149629	2020	no	no
GSE149633	2020	no	no
GSE149636	2020	yes	meta
GSE149652	2020	no	no
GSE149655	2020	no	no
GSE149689	2020	no	no
GSE149715	2020	no	no
GSE149727	2020	no	no
GSE149728	2020	no	no
GSE149758	2020	yes	meta
GSE149777	2020	no	no
GSE149813	2020	no	no
GSE149878	2020	no	no
GSE149897	2020	no	no
GSE149907	2020	no	no
GSE149909	2020	no	no
GSE149931	2020	no	no
GSE149938	2020	no	no
GSE149965	2020	no	no
GSE149974	2020	no	no
GSE149975	2020	no	no
GSE150004	2020	no	no
GSE150020	2020	no	no
GSE150021	2020	no	no
GSE150025	2020	no	no
GSE150027	2020	no	no
GSE150050	2020	yes	meta
GSE150065	2020	no	no
GSE150083	2020	no	no
GSE150115	2020	no	no
GSE150132	2020	no	no
GSE150150	2020	yes	object
GSE150153	2020	yes	meta
GSE150166	2020	no	no
GSE150169	2020	no	no
GSE150176	2020	no	no
GSE150178	2020	no	no
GSE150199	2020	no	no
GSE150202	2020	no	no
GSE150219	2020	yes	meta
GSE150226	2020	no	no
GSE150233	2020	no	no
GSE150234	2020	no	no
GSE150235	2020	no	no
GSE150241	2020	no	no
GSE150259	2020	yes	meta
GSE150263	2020	no	no
GSE150284	2020	no	no
GSE150291	2020	no	no
GSE150294	2020	no	no
GSE150305	2020	no	no
GSE150311	2020	no	no
GSE150321	2020	no	no
GSE150327	2020	no	no
GSE150338	2020	yes	object
GSE150344	2020	no	no
GSE150358	2020	yes	meta
GSE150361	2020	no	no
GSE150369	2020	no	no
GSE150383	2020	no	no
GSE150387	2020	no	no
GSE150420	2020	no	no
GSE150425	2020	no	no
GSE150430	2020	no	no
GSE150486	2020	yes	meta
GSE150551	2020	no	no
GSE150556	2020	no	no
GSE150568	2020	no	no
GSE150570	2020	no	no
GSE150579	2020	yes	object
GSE150580	2020	yes	meta
GSE150637	2020	no	no
GSE150644	2020	no	no
GSE150660	2020	yes	object
GSE150672	2020	no	no
GSE150687	2020	no	no
GSE150692	2020	no	no
GSE150703	2020	no	no
GSE150713	2020	no	no
GSE150728	2020	yes	object
GSE150741	2020	no	no
GSE150751	2020	no	no
GSE150752	2020	no	no
GSE150766	2020	no	no
GSE150768	2020	yes	meta
GSE150774	2020	no	no
GSE150792	2020	no	no
GSE150825	2020	yes	meta
GSE150839	2020	no	no
GSE150861	2020	no	no
GSE150864	2020	no	no
GSE150871	2020	no	no
GSE150877	2020	yes	meta
GSE150921	2020	no	no
GSE150923	2020	no	no
GSE150930	2020	no	no
GSE150949	2020	no	no
GSE150952	2020	no	no
GSE150989	2020	no	no
GSE150991	2020	yes	meta
GSE150992	2020	no	no
GSE150995	2020	no	no
GSE151006	2020	no	no
GSE151007	2020	no	no
GSE151009	2020	no	no
GSE151074	2020	no	no
GSE151087	2020	no	no
GSE151089	2020	no	no
GSE151091	2020	no	no
GSE151117	2020	no	no
GSE151137	2020	no	no
GSE151151	2020	no	no
GSE151152	2020	no	no
GSE151161	2020	no	no
GSE151167	2020	no	no
GSE151186	2020	no	no
GSE151202	2020	no	no
GSE151212	2020	no	no
GSE151231	2020	yes	object
GSE151248	2020	yes	meta
GSE151257	2020	no	no
GSE151263	2020	yes	object
GSE151302	2020	no	no
GSE151309	2020	no	no
GSE151310	2020	no	no
GSE151334	2020	no	no
GSE151346	2020	yes	meta
GSE151354	2020	no	no
GSE151375	2020	no	no
GSE151381	2020	no	no
GSE151409	2020	no	no
GSE151421	2020	yes	object
GSE151511	2020	no	no
GSE151530	2020	no	no
GSE151564	2020	no	no
GSE151592	2020	no	no
GSE151611	2020	no	no
GSE151630	2020	no	no
GSE151658	2020	yes	object
GSE151669	2020	no	no
GSE151674	2020	yes	meta
GSE151682	2020	no	no
GSE151709	2020	no	no
GSE151710	2020	yes	meta
GSE151723	2020	no	no
GSE151811	2020	no	no
GSE151824	2020	no	no
GSE151825	2020	no	no
GSE151831	2020	no	no
GSE151877	2020	no	no
GSE151878	2020	no	no
GSE151889	2020	no	no
GSE151902	2020	yes	meta
GSE151921	2020	no	no
GSE151928	2020	no	no
GSE151940	2020	yes	meta
GSE151944	2020	yes	meta
GSE151958	2020	no	no
GSE151961	2020	no	no
GSE151973	2020	yes	object
GSE151974	2020	yes	meta
GSE151985	2020	yes	object
GSE152009	2020	no	no
GSE152014	2020	no	no
GSE152018	2020	no	no
GSE152022	2020	yes	meta
GSE152048	2020	no	no
GSE152058	2020	yes	meta
GSE152125	2020	no	no
GSE152145	2020	no	no
GSE152184	2020	no	no
GSE152197	2020	no	no
GSE152198	2020	no	no
GSE152222	2020	no	no
GSE152237	2020	no	no
GSE152238	2020	no	no
GSE152246	2020	no	no
GSE152248	2020	no	no
GSE152281	2020	no	no
GSE152282	2020	no	no
GSE152315	2020	no	no
GSE152318	2020	no	no
GSE152325	2020	yes	object
GSE152369	2020	no	no
GSE152370	2020	no	no
GSE152379	2020	no	no
GSE152387	2020	yes	meta
GSE152467	2020	no	no
GSE152469	2020	no	no
GSE152495	2020	no	no
GSE152522	2020	yes	meta
GSE152551	2020	no	no
GSE152555	2020	no	no
GSE152573	2020	no	no
GSE152574	2020	no	no
GSE152583	2020	no	no
GSE152587	2020	no	no
GSE152632	2020	no	no
GSE152674	2020	no	no
GSE152685	2020	no	no
GSE152707	2020	no	no
GSE152715	2020	no	no
GSE152716	2020	no	no
GSE152730	2020	no	no
GSE152731	2020	no	no
GSE152745	2020	no	no
GSE152765	2020	no	no
GSE152766	2020	yes	object
GSE152786	2020	no	no
GSE152805	2020	no	no
GSE152806	2020	no	no
GSE152815	2020	no	no
GSE152841	2020	no	no
GSE152842	2020	no	no
GSE152859	2020	no	no
GSE152866	2020	no	no
GSE152867	2020	no	no
GSE152888	2020	no	no
GSE152906	2020	no	no
GSE152915	2020	no	no
GSE152928	2020	no	no
GSE152930	2020	no	no
GSE152939	2020	no	no
GSE152946	2020	no	no
GSE152962	2020	yes	meta
GSE152981	2020	no	no
GSE152982	2020	no	no
GSE152988	2020	no	no
GSE152989	2020	yes	object
GSE153032	2020	no	no
GSE153045	2020	no	no
GSE153099	2020	no	no
GSE153117	2020	no	no
GSE153197	2020	no	no
GSE153274	2020	no	no
GSE153277	2020	no	no
GSE153319	2020	no	no
GSE153339	2020	no	no
GSE153358	2020	yes	meta
GSE153370	2020	yes	meta
GSE153421	2020	no	no
GSE153422	2020	no	no
GSE153424	2020	no	no
GSE153435	2020	no	no
GSE153463	2020	no	no
GSE153481	2020	no	no
GSE153487	2020	no	no
GSE153515	2020	no	no
GSE153534	2020	no	no
GSE153541	2020	yes	meta
GSE153549	2020	yes	meta
GSE153559	2020	no	no
GSE153568	2020	no	no
GSE153569	2020	no	no
GSE153596	2020	yes	object
GSE153599	2020	no	no
GSE153615	2020	no	no
GSE153627	2020	no	no
GSE153632	2020	no	no
GSE153647	2020	no	no
GSE153665	2020	no	no
GSE153674	2020	no	no
GSE153676	2020	yes	meta
GSE153697	2020	yes	meta
GSE153701	2020	no	no
GSE153737	2020	no	no
GSE153760	2020	no	no
GSE153765	2020	yes	meta
GSE153771	2020	no	no
GSE153802	2020	no	no
GSE153807	2020	no	no
GSE153818	2020	no	no
GSE153819	2020	no	no
GSE153824	2020	no	no
GSE153889	2020	no	no
GSE153895	2020	no	no
GSE153916	2020	yes	meta
GSE153929	2020	no	no
GSE153931	2020	yes	meta
GSE153935	2020	no	no
GSE153958	2020	no	no
GSE154000	2020	yes	object
GSE154014	2020	no	no
GSE154037	2020	yes	meta
GSE154047	2020	no	no
GSE154048	2020	yes	meta
GSE154049	2020	no	no
GSE154102	2020	no	no
GSE154107	2020	no	no
GSE154109	2020	no	no
GSE154126	2020	no	no
GSE154136	2020	no	no
GSE154159	2020	no	no
GSE154160	2020	no	no
GSE154196	2020	no	no
GSE154203	2020	no	no
GSE154259	2020	no	no
GSE154278	2020	no	no
GSE154304	2020	no	no
GSE154356	2020	no	no
GSE154358	2020	no	no
GSE154359	2020	no	no
GSE154370	2020	no	no
GSE154375	2020	no	no
GSE154385	2020	no	no
GSE154386	2020	no	no
GSE154400	2020	no	no
GSE154406	2020	yes	object
GSE154515	2020	no	no
GSE154543	2020	no	no
GSE154557	2020	no	no
GSE154564	2020	no	no
GSE154567	2020	yes	meta
GSE154572	2020	yes	meta
GSE154579	2020	no	no
GSE154600	2020	no	no
GSE154654	2020	no	no
GSE154659	2020	yes	object
GSE154679	2020	no	no
GSE154692	2020	yes	meta
GSE154759	2020	yes	object
GSE154763	2020	yes	meta
GSE154772	2020	no	no
GSE154775	2020	no	no
GSE154776	2020	no	no
GSE154778	2020	no	no
GSE154817	2020	no	no
GSE154826	2020	yes	meta
GSE154854	2020	no	no
GSE154863	2020	no	no
GSE154868	2020	no	meta
GSE154869	2020	yes	meta
GSE154870	2020	no	meta
GSE154874	2020	no	no
GSE154879	2020	no	no
GSE154900	2020	no	no
GSE154906	2020	no	no
GSE154910	2020	no	no
GSE154930	2020	no	no
GSE154932	2020	yes	object
GSE154969	2020	no	no
GSE154973	2020	no	no
GSE154977	2020	yes	meta
GSE154978	2020	yes	meta
GSE154989	2020	yes	meta
GSE155006	2020	no	no
GSE155012	2020	no	no
GSE155079	2020	no	no
GSE155081	2020	no	no
GSE155088	2020	no	no
GSE155113	2020	no	no
GSE155136	2020	no	no
GSE155182	2020	yes	object
GSE155204	2020	no	no
GSE155212	2020	no	no
GSE155226	2020	no	no
GSE155249	2020	yes	meta
GSE155261	2020	yes	meta
GSE155275	2020	no	no
GSE155304	2020	no	no
GSE155329	2020	no	no
GSE155340	2020	no	no
GSE155427	2020	yes	object
GSE155434	2020	no	no
GSE155436	2020	no	no
GSE155468	2020	no	no
GSE155488	2020	no	no
GSE155499	2020	no	no
GSE155506	2020	no	no
GSE155514	2020	no	no
GSE155536	2020	no	no
GSE155569	2020	no	no
GSE155602	2020	no	no
GSE155619	2020	yes	meta
GSE155622	2020	yes	meta
GSE155669	2020	no	no
GSE155673	2020	no	no
GSE155698	2020	no	no
GSE155699	2020	no	no
GSE155788	2020	no	no
GSE155794	2020	no	no
GSE155802	2020	no	no
GSE155850	2020	no	no
GSE155880	2020	no	no
GSE155928	2020	no	no
GSE155966	2020	no	no
GSE155988	2020	yes	meta
GSE156031	2020	no	no
GSE156043	2020	no	no
GSE156052	2020	no	no
GSE156057	2020	no	no
GSE156070	2020	no	no
GSE156135	2020	no	no
GSE156136	2020	no	no
GSE156138	2020	no	no
GSE156150	2020	no	no
GSE156154	2020	no	no
GSE156170	2020	no	no
GSE156180	2020	no	no
GSE156183	2020	yes	meta
GSE156201	2020	no	no
GSE156210	2020	no	no
GSE156214	2020	no	no
GSE156234	2020	no	no
GSE156245	2020	yes	object
GSE156259	2020	no	no
GSE156262	2020	no	no
GSE156285	2020	no	no
GSE156338	2020	no	no
GSE156340	2020	no	no
GSE156341	2020	no	no
GSE156410	2020	no	no
GSE156438	2020	no	no
GSE156455	2020	yes	meta
GSE156467	2020	no	no
GSE156473	2020	no	no
GSE156498	2020	no	no
GSE156505	2020	no	no
GSE156588	2020	no	no
GSE156596	2020	no	no
GSE156625	2020	no	no
GSE156628	2020	yes	object
GSE156633	2020	no	no
GSE156644	2020	no	no
GSE156663	2020	no	no
GSE156686	2020	no	no
GSE156689	2020	no	no
GSE156700	2020	no	no
GSE156725	2020	no	no
GSE156734	2020	no	no
GSE156745	2020	yes	meta
GSE156752	2020	no	no
GSE156755	2020	no	no
GSE156776	2020	no	no
GSE156790	2020	no	no
GSE156793	2020	yes	meta
GSE156841	2020	no	no
GSE156851	2020	no	no
GSE156905	2020	no	no
GSE156972	2020	yes	meta
GSE156988	2020	no	no
GSE157019	2020	no	no
GSE157068	2020	yes	object
GSE157072	2020	no	no
GSE157079	2020	yes	meta
GSE157100	2020	no	no
GSE157119	2020	no	no
GSE157144	2020	no	no
GSE157157	2020	no	no
GSE157202	2020	yes	meta
GSE157204	2020	no	no
GSE157220	2020	no	no
GSE157244	2020	no	no
GSE157277	2020	no	no
GSE157278	2020	no	no
GSE157280	2020	no	no
GSE157281	2020	no	no
GSE157292	2020	no	no
GSE157299	2020	no	no
GSE157344	2020	no	no
GSE157362	2020	no	no
GSE157382	2020	no	no
GSE157410	2020	no	no
GSE157424	2020	yes	meta
GSE157453	2020	yes	meta
GSE157477	2020	no	no
GSE157480	2020	no	no
GSE157501	2020	yes	object
GSE157504	2020	no	no
GSE157507	2020	no	no
GSE157518	2020	no	no
GSE157525	2020	no	no
GSE157526	2020	no	no
GSE157542	2020	no	no
GSE157580	2020	no	no
GSE157591	2020	no	no
GSE157600	2020	no	no
GSE157624	2020	no	no
GSE157640	2020	no	no
GSE157641	2020	no	no
GSE157653	2020	no	no
GSE157679	2020	no	no
GSE157697	2020	no	no
GSE157703	2020	no	no
GSE157740	2020	no	no
GSE157742	2020	no	no
GSE157743	2020	no	no
GSE157744	2020	no	no
GSE157770	2020	no	no
GSE157771	2020	no	no
GSE157773	2020	no	no
GSE157781	2020	no	no
GSE157782	2020	no	no
GSE157783	2020	no	no
GSE157815	2020	no	no
GSE157816	2020	no	no
GSE157827	2020	no	no
GSE157829	2020	no	no
GSE157860	2020	no	no
GSE157890	2020	no	no
GSE157962	2020	no	no
GSE157963	2020	no	no
GSE157966	2020	no	no
GSE157977	2020	no	no
GSE157983	2020	yes	meta
GSE157990	2020	no	no
GSE158004	2020	no	no
GSE158016	2020	no	no
GSE158030	2020	yes	meta
GSE158034	2020	yes	meta
GSE158036	2020	yes	meta
GSE158037	2020	yes	meta
GSE158050	2020	no	no
GSE158055	2020	yes	meta
GSE158109	2020	yes	meta
GSE158127	2020	yes	meta
GSE158130	2020	yes	object
GSE158140	2020	no	no
GSE158142	2020	yes	object
GSE158153	2020	no	no
GSE158175	2020	no	no
GSE158234	2020	no	no
GSE158240	2020	yes	meta
GSE158241	2020	no	no
GSE158257	2020	yes	meta
GSE158275	2020	no	no
GSE158278	2020	yes	meta
GSE158291	2020	no	no
GSE158304	2020	no	no
GSE158349	2020	no	no
GSE158358	2020	no	no
GSE158378	2020	no	no
GSE158380	2020	no	no
GSE158390	2020	no	no
GSE158432	2020	no	no
GSE158449	2020	yes	object
GSE158450	2020	no	no
GSE158454	2020	no	no
GSE158457	2020	no	no
GSE158459	2020	yes	meta
GSE158493	2020	no	no
GSE158501	2020	no	no
GSE158512	2020	no	no
GSE158582	2020	yes	meta
GSE158631	2020	no	no
GSE158691	2020	yes	object
GSE158700	2020	no	no
GSE158704	2020	no	no
GSE158722	2020	no	no
GSE158724	2020	no	no
GSE158733	2020	no	no
GSE158761	2020	yes	object
GSE158803	2020	yes	meta
GSE158808	2020	no	no
GSE158820	2020	no	no
GSE158827	2020	no	no
GSE158840	2020	no	no
GSE158841	2020	no	no
GSE158844	2020	yes	object
GSE158849	2020	no	no
GSE158855	2020	no	no
GSE158859	2020	yes	meta
GSE158874	2020	no	no
GSE158880	2020	no	no
GSE158886	2020	no	no
GSE158896	2020	yes	meta
GSE158923	2020	no	no
GSE158924	2020	no	no
GSE158937	2020	no	no
GSE158960	2020	no	no
GSE158967	2020	no	no
GSE158989	2020	no	no
GSE158999	2020	yes	meta
GSE159013	2020	no	no
GSE159030	2020	no	no
GSE159065	2020	no	no
GSE159074	2020	no	no
GSE159107	2020	no	no
GSE159113	2020	no	no
GSE159117	2020	no	no
GSE159156	2020	no	no
GSE159161	2020	no	no
GSE159196	2020	no	no
GSE159212	2020	no	no
GSE159252	2020	yes	object
GSE159316	2020	no	no
GSE159342	2020	no	no
GSE159344	2020	no	no
GSE159345	2020	no	no
GSE159354	2020	no	no
GSE159423	2020	no	no
GSE159452	2020	no	no
GSE159491	2020	yes	meta
GSE159500	2020	yes	meta
GSE159542	2020	no	no
GSE159564	2020	no	no
GSE159575	2020	no	no
GSE159576	2020	no	no
GSE159593	2020	no	no
GSE159597	2020	no	no
GSE159599	2020	no	no
GSE159624	2020	no	no
GSE159638	2020	yes	meta
GSE159674	2020	no	no
GSE159677	2020	no	no
GSE159745	2020	yes	meta
GSE159759	2020	yes	meta
GSE159763	2020	no	no
GSE159768	2020	no	no
GSE159784	2020	no	no
GSE159805	2020	no	no
GSE159812	2020	no	no
GSE159913	2020	no	no
GSE159929	2020	yes	meta
GSE159938	2020	no	no
GSE159966	2020	no	no
GSE160009	2020	no	no
GSE160038	2020	no	no
GSE160048	2020	no	no
GSE160053	2020	no	no
GSE160054	2020	no	no
GSE160061	2020	yes	object
GSE160062	2020	no	no
GSE160090	2020	no	no
GSE160097	2020	yes	meta
GSE160098	2020	yes	object
GSE160136	2020	no	no
GSE160137	2020	no	no
GSE160138	2020	no	no
GSE160140	2020	no	no
GSE160148	2020	no	no
GSE160193	2020	yes	meta
GSE160228	2020	no	no
GSE160251	2020	yes	object
GSE160269	2020	no	no
GSE160305	2020	no	no
GSE160351	2020	no	no
GSE160358	2020	no	no
GSE160377	2020	yes	meta
GSE160384	2020	no	no
GSE160386	2020	no	no
GSE160400	2020	no	no
GSE160450	2020	no	no
GSE160466	2020	no	no
GSE160474	2020	no	no
GSE160486	2020	no	no
GSE160487	2020	no	no
GSE160523	2020	yes	meta
GSE160529	2020	no	no
GSE160536	2020	no	no
GSE160585	2020	yes	meta
GSE160664	2020	yes	meta
GSE160673	2020	yes	meta
GSE160674	2020	no	no
GSE160729	2020	no	no
GSE160751	2020	no	no
GSE160752	2020	no	no
GSE160753	2020	no	no
GSE160754	2020	no	no
GSE160760	2020	no	no
GSE160763	2020	no	no
GSE160767	2020	no	no
GSE160772	2020	yes	object
GSE160787	2020	no	no
GSE160794	2020	no	no
GSE160797	2020	yes	meta
GSE160810	2020	yes	object
GSE160876	2020	no	no
GSE160910	2020	no	no
GSE160915	2020	no	no
GSE160938	2020	yes	object
GSE160991	2020	yes	meta
GSE161066	2020	no	no
GSE161089	2020	no	no
GSE161123	2020	no	no
GSE161125	2020	no	no
GSE161132	2020	no	no
GSE161153	2020	no	no
GSE161195	2020	yes	meta
GSE161224	2020	no	no
GSE161227	2020	no	no
GSE161228	2020	yes	meta
GSE161230	2020	no	no
GSE161255	2020	yes	meta
GSE161262	2020	no	no
GSE161263	2020	no	no
GSE161267	2020	no	no
GSE161280	2020	no	no
GSE161290	2020	no	no
GSE161298	2020	no	no
GSE161299	2020	no	no
GSE161318	2020	yes	meta
GSE161329	2020	no	no
GSE161336	2020	no	no
GSE161340	2020	no	no
GSE161345	2020	no	no
GSE161363	2020	yes	meta
GSE161382	2020	yes	meta
GSE161447	2020	no	no
GSE161465	2020	yes	meta
GSE161482	2020	no	no
GSE161487	2020	no	no
GSE161500	2020	no	no
GSE161511	2020	no	no
GSE161560	2020	no	no
GSE161604	2020	no	no
GSE161610	2020	no	no
GSE161617	2020	no	no
GSE161621	2020	no	no
GSE161628	2020	no	no
GSE161642	2020	no	no
GSE161648	2020	no	no
